window_id,target_name,year,target_y,target_z,mode_score,cv_score
W045,W045_P_earlier_minus_Jw_earlier,1979,-0.18250846217180489,-0.9672838178273896,-0.5816926780192351,-0.4034464701165059
W045,W045_P_earlier_minus_Jw_earlier,1980,0.0461441989176221,0.2888104068377846,0.3338913217858395,0.27755360911306937
W045,W045_P_earlier_minus_Jw_earlier,1981,-0.0327503155050745,-0.14459344445329872,-0.4169324020640139,-0.3855248808126495
W045,W045_P_earlier_minus_Jw_earlier,1982,-0.5608066797870392,-3.045449906442387,-1.3536509482353765,-0.6620597927774878
W045,W045_P_earlier_minus_Jw_earlier,1983,0.0244873304681489,0.1698392684565108,0.2087393860008628,0.1683776809319881
W045,W045_P_earlier_minus_Jw_earlier,1984,-0.1621570253645725,-0.8554840158246263,-0.5101999778994518,-0.3319006856533031
W045,W045_P_earlier_minus_Jw_earlier,1985,-0.24893680643232102,-1.3322052632291137,-0.7399101353038919,-0.416401406150832
W045,W045_P_earlier_minus_Jw_earlier,1986,0.0805333333333333,0.47772573773749843,0.008056206151941815,-0.08048662850250263
W045,W045_P_earlier_minus_Jw_earlier,1987,0.1684661870745299,0.9607813436350667,0.47652160250839204,0.32756836737398193
W045,W045_P_earlier_minus_Jw_earlier,1988,0.1709798306552826,0.9745899438481878,0.2517889200025588,0.062049201864620485
W045,W045_P_earlier_minus_Jw_earlier,1989,-0.1656568539685423,-0.8747101839165214,-0.20408186564570824,-0.05338731873234964
W045,W045_P_earlier_minus_Jw_earlier,1990,0.1174630568439218,0.6805976929516548,-0.11083435349492758,-0.22142283364631213
W045,W045_P_earlier_minus_Jw_earlier,1991,0.3267655746509129,1.8303926814404112,1.6745983852860187,1.2030788905290197
W045,W045_P_earlier_minus_Jw_earlier,1992,-0.3658305982144062,-1.974356620913357,-1.3579484820258436,-0.9895912569889016
W045,W045_P_earlier_minus_Jw_earlier,1993,-0.2629100746524209,-1.4089668518646397,-0.8508134645146919,-0.6090962714922032
W045,W045_P_earlier_minus_Jw_earlier,1994,0.0656462190612397,0.3959439724608032,0.32557610550581956,0.26979803827991944
W045,W045_P_earlier_minus_Jw_earlier,1995,-0.0475948214692139,-0.22614114269885147,0.4795540017148012,0.5410897554404832
W045,W045_P_earlier_minus_Jw_earlier,1996,0.0947665097998656,0.5559151219024142,-0.03612887520759761,-0.18507184121762915
W045,W045_P_earlier_minus_Jw_earlier,1997,-0.2415074309978768,-1.2913922871998302,-1.2588233372784066,-0.9836442449803172
W045,W045_P_earlier_minus_Jw_earlier,1998,0.08606573744957849,0.5081177778992858,0.4304377581464733,0.24457238510112173
W045,W045_P_earlier_minus_Jw_earlier,1999,0.1477673659850524,0.8470732000079877,0.6309832246863569,0.41319192258634124
W045,W045_P_earlier_minus_Jw_earlier,2000,-0.0353730486085729,-0.1590013235851058,-0.04004882878980341,-0.0009550735486410777
W045,W045_P_earlier_minus_Jw_earlier,2001,0.1105276013678553,0.6424980464074038,0.09193878004683347,0.014587007096090135
W045,W045_P_earlier_minus_Jw_earlier,2002,0.049715909090909,0.308431453448254,-0.18293100284611513,-0.2430619892848368
W045,W045_P_earlier_minus_Jw_earlier,2003,-0.1250005418785411,-0.6513663637785068,-0.2828763872703154,-0.11954391299429692
W045,W045_P_earlier_minus_Jw_earlier,2004,-0.1136428318103601,-0.5889732389660034,-0.14802090329769743,-0.03922998175138493
W045,W045_P_earlier_minus_Jw_earlier,2005,0.0450687429854096,0.2829024328002303,-0.035347509369661245,-0.08676797752766173
W045,W045_P_earlier_minus_Jw_earlier,2006,0.1308985685911923,0.7544051379678631,-0.026563016350246396,-0.17627850247991
W045,W045_P_earlier_minus_Jw_earlier,2007,0.0538369809203142,0.33107039628706786,-0.2976466505937826,-0.3587065446537136
W045,W045_P_earlier_minus_Jw_earlier,2008,0.13035455038393579,0.7514165957615672,0.3065253434692928,0.13815666499707585
W045,W045_P_earlier_minus_Jw_earlier,2009,-0.0970334610204473,-0.4977303265715908,-0.38024553607978695,-0.23581363851134976
W045,W045_P_earlier_minus_Jw_earlier,2010,-0.061318663343535,-0.3015325177059011,0.08932699876734682,0.1576605384858925
W045,W045_P_earlier_minus_Jw_earlier,2011,0.1553663063653235,0.8888176742675741,-0.045661569163578955,-0.22471690999827168
W045,W045_P_earlier_minus_Jw_earlier,2012,0.07823883433639531,0.46512099950781016,-0.1418526619688154,-0.21941053611844363
W045,W045_P_earlier_minus_Jw_earlier,2013,-0.0166248336432878,-0.05600875648147832,0.00860939981926033,0.020195724719274222
W045,W045_P_earlier_minus_Jw_earlier,2014,-0.09520807061790659,-0.48770261759385064,-0.09846092016511632,-0.005412944894240768
W045,W045_P_earlier_minus_Jw_earlier,2015,-0.0353730486085729,-0.1590013235851058,0.39131329526430814,0.41850830275997797
