window_id,object_A,object_B,A_peak_day,B_peak_day,delta_observed,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,peak_order_decision,tau_sync_primary,P_within_tau_q50,P_within_tau_q75,P_within_tau_q90,synchrony_decision,tau_quality_flag,overlap_days,overlap_fraction,A_peak_inside_B_window,B_peak_inside_A_window,both_peaks_inside_system_window,window_overlap_decision,v9_role,interpretation_boundary
W081,P,V,82.0,80.0,-2.0,-2.0,-11.0,7.0,0.198,0.673,0.129,B_peak_earlier_tendency,4.0,0.555,0.774,0.881,synchrony_indeterminate,normal,19,0.8260869565217391,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W081,P,H,82.0,77.0,-5.0,-4.0,-12.0,4.0,0.062,0.895,0.043,B_peak_earlier_tendency,4.0,0.306,0.559,0.746,synchrony_indeterminate,normal,16,0.6153846153846154,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W081,P,Je,82.0,81.0,-1.0,-1.0,-13.0,9.0,0.3360242179616549,0.5882946518668012,0.07568113017154389,B_peak_earlier_tendency,4.0,0.38042381432896066,0.6074672048435923,0.7759838546922301,synchrony_indeterminate,normal,20,0.9090909090909091,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W081,P,Jw,82.0,83.0,1.0,0.0,-9.0,9.0,0.44544544544544545,0.44644644644644643,0.10810810810810811,peak_order_unresolved,4.0,0.45345345345345345,0.7437437437437437,0.8628628628628628,synchrony_indeterminate,normal,20,0.9523809523809523,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W081,V,H,80.0,77.0,-3.0,-2.0,-11.0,7.0,0.143,0.754,0.103,B_peak_earlier_tendency,4.0,0.479,0.718,0.87,synchrony_indeterminate,normal,18,0.75,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W081,V,Je,80.0,81.0,1.0,0.0,-12.0,12.0,0.49142280524722504,0.4318869828456105,0.07669021190716448,peak_order_unresolved,4.0,0.3703329969727548,0.5802219979818365,0.7669021190716448,synchrony_indeterminate,normal,20,0.9090909090909091,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W081,V,Jw,80.0,83.0,3.0,2.0,-9.0,13.0,0.6576576576576577,0.2602602602602603,0.08208208208208208,A_peak_earlier_tendency,4.0,0.42742742742742745,0.6606606606606606,0.8088088088088088,synchrony_indeterminate,normal,18,0.782608695652174,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W081,H,Je,77.0,81.0,4.0,2.0,-9.0,13.25,0.6619576185671039,0.2512613521695257,0.08678102926337034,A_peak_earlier_tendency,4.0,0.3753784056508577,0.5893037336024218,0.7245206861755802,synchrony_indeterminate,normal,17,0.68,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W081,H,Jw,77.0,83.0,6.0,5.0,-6.0,14.0,0.7957957957957958,0.15315315315315314,0.05105105105105105,A_peak_earlier_tendency,4.0,0.24424424424424424,0.44844844844844844,0.6646646646646647,synchrony_indeterminate,normal,15,0.5769230769230769,True,True,True,window_overlap_partial,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
W081,Je,Jw,81.0,83.0,2.0,1.0,-8.0,13.274999999999977,0.5454545454545454,0.3686868686868687,0.08585858585858586,A_peak_earlier_tendency,4.0,0.38484848484848483,0.5898989898989899,0.7444444444444445,synchrony_indeterminate,normal,19,0.8636363636363636,True,True,True,window_overlap_strong,peak_layer_summary_no_state_growth,peak timing only; do not infer state/growth/process relations
