window_id,object_A,object_B,year,n_bootstrap,n_present,n_absent,P_A_earlier_present,P_A_earlier_absent,presence_effect_on_A_earlier,P_B_earlier_present,P_B_earlier_absent,presence_effect_on_B_earlier,n_high_count,high_count_effect_on_A_earlier,high_count_effect_on_B_earlier,ridge_coef_A_earlier,ridge_coef_B_earlier,permutation_percentile_A_earlier,permutation_percentile_B_earlier,max_permutation_percentile,influence_direction,influence_evidence_level,method_role
W045,H,Je,1979,1000,643,357,0.7465007776049767,0.7198879551820728,0.02661282242290386,0.20684292379471228,0.24089635854341737,-0.03405343474870509,256,0.049643294817927175,-0.06120885854341737,0.018348579631178995,-0.024090462598284568,0.6486222222222222,0.7900444444444444,0.7900444444444444,reduce_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1980,1000,673,327,0.7340267459138187,0.7431192660550459,-0.00909252014122719,0.2213967310549777,0.21406727828746178,0.007329452767515926,296,0.027151004215224428,-0.024878089098272577,0.0020976216148071263,-0.0013802514851864488,0.25204444444444446,0.2104888888888889,0.25204444444444446,reduce_H_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1981,1000,658,342,0.7264437689969605,0.7573099415204678,-0.030866172523507318,0.24164133738601823,0.17543859649122806,0.06620274089479017,268,-0.059548747490617115,0.10441214977742863,-0.03332905519047654,0.04776626207703398,0.7168888888888889,0.9842666666666666,0.9842666666666666,push_Je_earlier,credible_95,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1982,1000,661,339,0.7443267776096822,0.7227138643067846,0.021612913302897607,0.2102874432677761,0.2359882005899705,-0.0257007573221944,271,0.04481381096996817,-0.055176392471889324,-0.0033984877749764866,-0.0034885656087624054,0.5489333333333334,0.6553777777777777,0.6553777777777777,reduce_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1983,1000,641,359,0.7160686427457098,0.7743732590529248,-0.05830461630721495,0.22932917316692666,0.20055710306406685,0.028772070102859815,278,-0.07293441013206148,0.03325584657622091,-0.02212790157483689,0.010604658047372019,0.9572444444444445,0.7142666666666667,0.9572444444444445,reduce_H_earlier,credible_95,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1984,1000,636,364,0.7405660377358491,0.7307692307692307,0.009796806966618332,0.20911949685534592,0.23626373626373626,-0.027144239408390336,255,-0.0013574660633484115,-0.028420599008834285,-0.0008859984231807007,-0.009074339913726708,0.27844444444444444,0.6843555555555556,0.6843555555555556,reduce_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1985,1000,596,404,0.714765100671141,0.7698019801980198,-0.05503687952687886,0.23154362416107382,0.2004950495049505,0.031048574656123318,232,-0.12325025606008877,0.07967736428815292,-0.046853128267130756,0.03278592884315712,0.9451555555555555,0.7494222222222222,0.9451555555555555,reduce_H_earlier,usable_90,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1986,1000,625,375,0.7456,0.7226666666666667,0.02293333333333336,0.2192,0.21866666666666668,0.0005333333333333301,264,0.031121212121212105,-0.0027575757575757642,0.011802663272043037,-0.001704619890070873,0.5784888888888889,0.019155555555555554,0.5784888888888889,push_H_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1987,1000,609,391,0.7520525451559934,0.7135549872122762,0.03849755794371723,0.20689655172413793,0.23785166240409208,-0.030955110679954156,253,0.07300627760985823,-0.06393861892583122,0.01641322608447924,-0.013707374259049308,0.8200888888888889,0.7486222222222222,0.8200888888888889,push_H_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1988,1000,654,346,0.7247706422018348,0.7601156069364162,-0.035344964734581374,0.22782874617737003,0.2023121387283237,0.025516607449046325,277,-0.009213079860603934,0.010684251163373043,-0.01549646260874773,0.015159271199169707,0.7805777777777778,0.6522222222222223,0.7805777777777778,reduce_H_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1989,1000,637,363,0.7441130298273155,0.7245179063360881,0.019595123491227384,0.2087912087912088,0.2369146005509642,-0.028123391759755395,256,0.06063834366391185,-0.0767583505509642,0.02146765680726455,-0.021801735457821457,0.5041333333333333,0.7050222222222222,0.7050222222222222,reduce_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1990,1000,635,365,0.7732283464566929,0.673972602739726,0.09925574371696688,0.2,0.25205479452054796,-0.05205479452054795,266,0.13805747244824385,-0.0828818621897209,0.058290301520702394,-0.03808258234807701,0.9996,0.9450666666666667,0.9996,push_H_earlier,strict_99,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1991,1000,608,392,0.7549342105263158,0.7091836734693877,0.04575053705692811,0.20559210526315788,0.23979591836734693,-0.034203813104189046,268,0.059473042948522736,-0.023378007919585747,0.03525918402141457,-0.02002684525005489,0.8908888888888888,0.7904888888888889,0.8908888888888888,push_H_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1992,1000,667,333,0.7691154422788605,0.6726726726726727,0.0964427696061878,0.18290854572713644,0.2912912912912913,-0.10838274556415484,291,0.11083248196650253,-0.11946998544936688,0.03498394920405451,-0.04190654814566674,0.9991111111111111,0.9999555555555556,0.9999555555555556,reduce_Je_earlier,strict_99,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1993,1000,628,372,0.7372611464968153,0.7365591397849462,0.000702006711869041,0.2197452229299363,0.21774193548387097,0.002003287446065344,251,-0.027395793171400395,0.041222207942423844,-0.020205632816340288,0.024150574465634355,0.0288,0.06133333333333333,0.06133333333333333,push_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1994,1000,631,369,0.757527733755943,0.7018970189701897,0.05563071478575321,0.20285261489698891,0.24661246612466126,-0.04375985122767234,274,0.09007378394951826,-0.06778034933634008,0.031112873120128143,-0.025053990878589165,0.9467111111111111,0.8948888888888888,0.9467111111111111,push_H_earlier,usable_90,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1995,1000,661,339,0.7639939485627837,0.6843657817109144,0.07962816685186924,0.20121028744326777,0.2536873156342183,-0.05247702819095054,273,0.09219099484586213,-0.05222211416901684,0.031709788193230205,-0.017348975143985992,0.9943555555555555,0.9472,0.9943555555555555,push_H_earlier,strict_99,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1996,1000,634,366,0.7602523659305994,0.6967213114754098,0.06353105445518958,0.19873817034700317,0.2540983606557377,-0.05536019030873454,281,0.05060964937868273,-0.04769266670555977,0.014921459171958595,-0.012397430038302319,0.9730222222222222,0.9573777777777778,0.9730222222222222,push_H_earlier,credible_95,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1997,1000,628,372,0.7165605095541401,0.771505376344086,-0.05494486678994592,0.22929936305732485,0.20161290322580644,0.027686459831518406,261,-0.13932146829810899,0.10490050673587936,-0.062081993717798406,0.04600018161248019,0.9436444444444444,0.6949777777777778,0.9436444444444444,reduce_H_earlier,usable_90,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1998,1000,657,343,0.7199391171993912,0.7696793002915452,-0.049740183092154,0.2359208523592085,0.18658892128279883,0.04933193107640968,289,-0.07417757018773896,0.06600623442654371,-0.033716596594516576,0.029329878750273795,0.9172888888888889,0.9311111111111111,0.9311111111111111,push_Je_earlier,usable_90,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,1999,1000,613,387,0.7601957585644372,0.7002583979328165,0.059937360631620695,0.20717781402936378,0.23772609819121446,-0.03054828416185068,239,0.0863524807282714,-0.061993880617992714,0.031797842408166174,-0.02339747978525563,0.9629777777777778,0.7418222222222223,0.9629777777777778,push_H_earlier,credible_95,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,2000,1000,642,358,0.7554517133956387,0.7039106145251397,0.05154109887049896,0.21962616822429906,0.21787709497206703,0.0017490732522320307,247,0.0207857417501639,0.04528079976477506,-0.0014975086734373524,0.02630039802196377,0.9272,0.053644444444444446,0.9272,push_H_earlier,usable_90,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,2001,1000,644,356,0.7360248447204969,0.7387640449438202,-0.0027392002233233015,0.2204968944099379,0.21629213483146068,0.004204759578477213,261,-0.022288949158379534,0.017424340264324767,-0.026949544264560834,0.026124322696660266,0.07417777777777777,0.126,0.126,push_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,2002,1000,616,384,0.7224025974025974,0.7604166666666666,-0.03801406926406925,0.22727272727272727,0.20572916666666666,0.021543560606060608,251,-0.05922144754316061,0.03729872177954849,-0.02123227715060404,0.009820839176038652,0.8147555555555556,0.5744444444444444,0.8147555555555556,reduce_H_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,2003,1000,639,361,0.7261345852895149,0.7562326869806094,-0.030098101691094503,0.2237871674491393,0.21052631578947367,0.013260851659665618,270,-0.05623268698060946,0.033918128654970764,-0.022243189712489862,0.012332629305957988,0.7027555555555556,0.3779111111111111,0.7027555555555556,reduce_H_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,2004,1000,647,353,0.7372488408037094,0.7365439093484419,0.0007049314552675101,0.21638330757341576,0.2237960339943343,-0.007412726420918531,256,-0.01779390934844194,0.010578966005665713,-0.003882103607149847,0.0012635436509506489,0.030266666666666667,0.21488888888888888,0.21488888888888888,reduce_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,2005,1000,648,352,0.7608024691358025,0.6931818181818182,0.06762065095398428,0.2021604938271605,0.25,-0.0478395061728395,283,0.10893832316093799,-0.07685512367491165,0.04883260188550566,-0.039722895472331245,0.9808444444444444,0.9228444444444445,0.9808444444444444,push_H_earlier,credible_95,bootstrap_year_influence_candidate_not_physical_type
W045,H,Je,2006,1000,628,372,0.7404458598726115,0.7311827956989247,0.00926306417368672,0.2070063694267516,0.239247311827957,-0.0322409424012054,243,0.0424797557414045,-0.062292579317668934,0.017142965828119628,-0.0265282596150573,0.2628888888888889,0.7710222222222223,0.7710222222222223,reduce_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
