window_id,target_name,year,mean_count_high,mean_count_low,count_difference_high_minus_low,present_prob_high,present_prob_low,present_prob_difference,abs_count_difference,year_leverage_rank
W045,W045_P_vs_V_delta_peak,1979,0.9730538922155688,1.0360360360360361,-0.0629821438204673,0.6347305389221557,0.6426426426426426,-0.007912103720486896,0.0629821438204673,43.0
W045,W045_P_vs_V_delta_peak,1980,1.3892215568862276,0.7687687687687688,0.6204527881174589,0.7844311377245509,0.5285285285285285,0.25590260919602237,0.6204527881174589,4.0
W045,W045_P_vs_V_delta_peak,1981,1.0,1.0810810810810811,-0.08108108108108114,0.6497005988023952,0.6816816816816816,-0.03198108287928647,0.08108108108108114,38.0
W045,W045_P_vs_V_delta_peak,1982,0.937125748502994,1.1681681681681682,-0.23104241966517414,0.6437125748502994,0.7237237237237237,-0.08001114887342431,0.23104241966517414,22.0
W045,W045_P_vs_V_delta_peak,1983,1.215568862275449,0.8918918918918919,0.32367697038355714,0.7215568862275449,0.6006006006006006,0.12095628562694427,0.32367697038355714,15.0
W045,W045_P_vs_V_delta_peak,1984,0.8353293413173652,1.1411411411411412,-0.30581179982377593,0.5808383233532934,0.6816816816816816,-0.1008433583283882,0.30581179982377593,16.0
W045,W045_P_vs_V_delta_peak,1985,0.7395209580838323,1.075075075075075,-0.3355541169912427,0.5089820359281437,0.6636636636636637,-0.15468162773551997,0.3355541169912427,13.0
W045,W045_P_vs_V_delta_peak,1986,1.1347305389221556,0.7807807807807807,0.35394975814137486,0.655688622754491,0.5585585585585585,0.09713006419593251,0.35394975814137486,11.0
W045,W045_P_vs_V_delta_peak,1987,1.158682634730539,0.8318318318318318,0.32685080289870716,0.6646706586826348,0.5495495495495496,0.11512110913308515,0.32685080289870716,14.0
W045,W045_P_vs_V_delta_peak,1988,1.1287425149700598,0.984984984984985,0.14375752998507485,0.6946107784431138,0.6306306306306306,0.06398014781248318,0.14375752998507485,32.0
W045,W045_P_vs_V_delta_peak,1989,1.0089820359281436,0.9579579579579579,0.05102407797018571,0.6497005988023952,0.6246246246246246,0.02507597417777052,0.05102407797018571,45.0
W045,W045_P_vs_V_delta_peak,1990,1.1167664670658684,0.9429429429429429,0.17382352412292545,0.6676646706586826,0.6276276276276276,0.04003704303105504,0.17382352412292545,29.0
W045,W045_P_vs_V_delta_peak,1991,1.5838323353293413,0.4984984984984985,1.0853338368308427,0.8293413173652695,0.40540540540540543,0.4239359119598641,1.0853338368308427,1.0
