window_id,target_name,target_pair,target_set,was_in_original_v9_1_f,score_group,sequence_string,object_peak_median_json,n_objects_present,near_day_threshold,evidence_stage,does_not_rerun_peak_detector,permutation_level,signflip_level,mode_stability_status,extreme_year_dominated_flag
W045,W045_P_vs_H_delta_peak,P-H,added_all_pair,False,low,H(36.0) -> Jw(42.0) -> P(45.0) -> V(46.0) -> Je(47.0),"{""H"": 36.0, ""Je"": 47.0, ""Jw"": 42.0, ""P"": 45.0, ""V"": 46.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_H_delta_peak,P-H,added_all_pair,False,mid,H(36.0) -> Jw(42.0) -> P/V(45.0/45.0) -> Je(46.0),"{""H"": 36.0, ""Je"": 46.0, ""Jw"": 42.0, ""P"": 45.0, ""V"": 45.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Je_delta_peak,P-Je,added_all_pair,False,high,H(36.0) -> Jw(42.0) -> P(44.0) -> V(45.0) -> Je(47.0),"{""H"": 36.0, ""Je"": 47.0, ""Jw"": 42.0, ""P"": 44.0, ""V"": 45.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Je_delta_peak,P-Je,added_all_pair,False,low,H(36.0) -> Jw(43.0) -> P(45.0) -> Je/V(46.0/46.0),"{""H"": 36.0, ""Je"": 46.0, ""Jw"": 43.0, ""P"": 45.0, ""V"": 46.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Je_delta_peak,P-Je,added_all_pair,False,mid,H(36.0) -> Jw(42.0) -> P/V(45.0/45.0) -> Je(46.0),"{""H"": 36.0, ""Je"": 46.0, ""Jw"": 42.0, ""P"": 45.0, ""V"": 45.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Jw_delta_peak,P-Jw,original_priority,True,high,H(36.0) -> P(44.0) -> V(45.0) -> Je/Jw(46.0/46.0),"{""H"": 36.0, ""Je"": 46.0, ""Jw"": 46.0, ""P"": 44.0, ""V"": 45.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Jw_delta_peak,P-Jw,original_priority,True,low,H(36.0) -> Jw(41.0) -> P/V(45.0/45.0) -> Je(46.0),"{""H"": 36.0, ""Je"": 46.0, ""Jw"": 41.0, ""P"": 45.0, ""V"": 45.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_Jw_delta_peak,P-Jw,original_priority,True,mid,H(36.0) -> Jw(42.0) -> P/V(45.0/45.0) -> Je(46.0),"{""H"": 36.0, ""Je"": 46.0, ""Jw"": 42.0, ""P"": 45.0, ""V"": 45.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_V_delta_peak,P-V,added_all_pair,False,high,H(35.0) -> Jw/P(44.0/44.0) -> Je/V(46.0/46.0),"{""H"": 35.0, ""Je"": 46.0, ""Jw"": 44.0, ""P"": 44.0, ""V"": 46.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
W045,W045_P_vs_V_delta_peak,P-V,added_all_pair,False,low,H(37.0) -> Jw(41.0) -> P/V(45.0/45.0) -> Je(46.0),"{""H"": 37.0, ""Je"": 46.0, ""Jw"": 41.0, ""P"": 45.0, ""V"": 45.0}",5,0.0,target_conditioned_sequence_from_precomputed_bootstrap_peaks,True,strict_99,direction_specific_99,stable,False
