window_id,year,method,k,cluster_id,cluster_size,medoid_year,medoid_year_flag,distance_to_medoid,small_cluster_warning,feature_source
W045,1979,kmedoids_behavior_pca,2,1,33,2014,False,3.7900942300817277,False,whole_window_behavior_features_not_single_year_peak
W045,1980,kmedoids_behavior_pca,2,1,33,2014,False,6.320843821823242,False,whole_window_behavior_features_not_single_year_peak
W045,1981,kmedoids_behavior_pca,2,1,33,2014,False,6.2993247933251455,False,whole_window_behavior_features_not_single_year_peak
W045,1982,kmedoids_behavior_pca,2,0,12,2006,False,8.536099927269486,False,whole_window_behavior_features_not_single_year_peak
W045,1983,kmedoids_behavior_pca,2,1,33,2014,False,6.668556113417424,False,whole_window_behavior_features_not_single_year_peak
W045,1984,kmedoids_behavior_pca,2,0,12,2006,False,5.119458788142256,False,whole_window_behavior_features_not_single_year_peak
W045,1985,kmedoids_behavior_pca,2,0,12,2006,False,5.175736193685817,False,whole_window_behavior_features_not_single_year_peak
W045,1986,kmedoids_behavior_pca,2,1,33,2014,False,7.000308710458172,False,whole_window_behavior_features_not_single_year_peak
W045,1987,kmedoids_behavior_pca,2,1,33,2014,False,4.501883570704577,False,whole_window_behavior_features_not_single_year_peak
W045,1988,kmedoids_behavior_pca,2,1,33,2014,False,9.002056049219227,False,whole_window_behavior_features_not_single_year_peak
W045,1989,kmedoids_behavior_pca,2,1,33,2014,False,5.615921737056672,False,whole_window_behavior_features_not_single_year_peak
W045,1990,kmedoids_behavior_pca,2,1,33,2014,False,4.95355342013641,False,whole_window_behavior_features_not_single_year_peak
W045,1991,kmedoids_behavior_pca,2,1,33,2014,False,7.344752249571336,False,whole_window_behavior_features_not_single_year_peak
W045,1992,kmedoids_behavior_pca,2,0,12,2006,False,10.133281094553325,False,whole_window_behavior_features_not_single_year_peak
W045,1993,kmedoids_behavior_pca,2,1,33,2014,False,5.953516849478995,False,whole_window_behavior_features_not_single_year_peak
W045,1994,kmedoids_behavior_pca,2,1,33,2014,False,4.696461457309752,False,whole_window_behavior_features_not_single_year_peak
W045,1995,kmedoids_behavior_pca,2,1,33,2014,False,4.580359721013927,False,whole_window_behavior_features_not_single_year_peak
W045,1996,kmedoids_behavior_pca,2,0,12,2006,False,6.073671876043759,False,whole_window_behavior_features_not_single_year_peak
W045,1997,kmedoids_behavior_pca,2,0,12,2006,False,8.348094174301261,False,whole_window_behavior_features_not_single_year_peak
W045,1998,kmedoids_behavior_pca,2,1,33,2014,False,9.706623893740414,False,whole_window_behavior_features_not_single_year_peak
W045,1999,kmedoids_behavior_pca,2,1,33,2014,False,7.561748759431463,False,whole_window_behavior_features_not_single_year_peak
W045,2000,kmedoids_behavior_pca,2,1,33,2014,False,7.4937786378429845,False,whole_window_behavior_features_not_single_year_peak
W045,2001,kmedoids_behavior_pca,2,1,33,2014,False,4.11927259201793,False,whole_window_behavior_features_not_single_year_peak
W045,2002,kmedoids_behavior_pca,2,1,33,2014,False,4.749806208360843,False,whole_window_behavior_features_not_single_year_peak
W045,2003,kmedoids_behavior_pca,2,1,33,2014,False,6.83110616427968,False,whole_window_behavior_features_not_single_year_peak
W045,2004,kmedoids_behavior_pca,2,1,33,2014,False,6.886697803422053,False,whole_window_behavior_features_not_single_year_peak
W045,2005,kmedoids_behavior_pca,2,1,33,2014,False,4.360882963011672,False,whole_window_behavior_features_not_single_year_peak
W045,2006,kmedoids_behavior_pca,2,0,12,2006,True,0.0,False,whole_window_behavior_features_not_single_year_peak
W045,2007,kmedoids_behavior_pca,2,1,33,2014,False,6.785276916735532,False,whole_window_behavior_features_not_single_year_peak
W045,2008,kmedoids_behavior_pca,2,0,12,2006,False,5.469876791774102,False,whole_window_behavior_features_not_single_year_peak
W045,2009,kmedoids_behavior_pca,2,0,12,2006,False,7.9154347164081225,False,whole_window_behavior_features_not_single_year_peak
W045,2010,kmedoids_behavior_pca,2,1,33,2014,False,5.215214619751202,False,whole_window_behavior_features_not_single_year_peak
W045,2011,kmedoids_behavior_pca,2,1,33,2014,False,8.500736415545807,False,whole_window_behavior_features_not_single_year_peak
W045,2012,kmedoids_behavior_pca,2,1,33,2014,False,5.93622640940964,False,whole_window_behavior_features_not_single_year_peak
W045,2013,kmedoids_behavior_pca,2,1,33,2014,False,3.89488224857373,False,whole_window_behavior_features_not_single_year_peak
W045,2014,kmedoids_behavior_pca,2,1,33,2014,True,0.0,False,whole_window_behavior_features_not_single_year_peak
W045,2015,kmedoids_behavior_pca,2,0,12,2006,False,7.930765658024136,False,whole_window_behavior_features_not_single_year_peak
W045,2016,kmedoids_behavior_pca,2,1,33,2014,False,5.051448630488579,False,whole_window_behavior_features_not_single_year_peak
W045,2017,kmedoids_behavior_pca,2,1,33,2014,False,3.2807727585417137,False,whole_window_behavior_features_not_single_year_peak
W045,2018,kmedoids_behavior_pca,2,1,33,2014,False,4.8079143451004045,False,whole_window_behavior_features_not_single_year_peak
W045,2019,kmedoids_behavior_pca,2,1,33,2014,False,4.839984068264414,False,whole_window_behavior_features_not_single_year_peak
W045,2020,kmedoids_behavior_pca,2,0,12,2006,False,7.923434793339953,False,whole_window_behavior_features_not_single_year_peak
W045,2021,kmedoids_behavior_pca,2,1,33,2014,False,8.405056882512133,False,whole_window_behavior_features_not_single_year_peak
W045,2022,kmedoids_behavior_pca,2,0,12,2006,False,6.6379685010900715,False,whole_window_behavior_features_not_single_year_peak
W045,2023,kmedoids_behavior_pca,2,1,33,2014,False,5.685857622826129,False,whole_window_behavior_features_not_single_year_peak
W045,1979,kmedoids_behavior_pca,3,0,33,2014,False,3.7900942300817277,False,whole_window_behavior_features_not_single_year_peak
W045,1980,kmedoids_behavior_pca,3,0,33,2014,False,6.320843821823242,False,whole_window_behavior_features_not_single_year_peak
W045,1981,kmedoids_behavior_pca,3,0,33,2014,False,6.2993247933251455,False,whole_window_behavior_features_not_single_year_peak
W045,1982,kmedoids_behavior_pca,3,1,10,2006,False,8.536099927269486,False,whole_window_behavior_features_not_single_year_peak
W045,1983,kmedoids_behavior_pca,3,0,33,2014,False,6.668556113417424,False,whole_window_behavior_features_not_single_year_peak
W045,1984,kmedoids_behavior_pca,3,1,10,2006,False,5.119458788142256,False,whole_window_behavior_features_not_single_year_peak
W045,1985,kmedoids_behavior_pca,3,1,10,2006,False,5.175736193685817,False,whole_window_behavior_features_not_single_year_peak
W045,1986,kmedoids_behavior_pca,3,0,33,2014,False,7.000308710458172,False,whole_window_behavior_features_not_single_year_peak
