window_id,left_out_year_index,left_out_year,object,v9_observed_peak_day,loo_peak_day,loo_peak_shift,loo_peak_score,influence_flag,method_role
W045,0,1979,P,45.0,45.0,0.0,25.306467373007383,low_shift,leave_one_year_out_influence_diagnostic
W045,0,1979,V,45.0,46.0,1.0,18.234400715574324,low_shift,leave_one_year_out_influence_diagnostic
W045,0,1979,H,35.0,35.0,0.0,10.486162179663712,low_shift,leave_one_year_out_influence_diagnostic
W045,0,1979,Je,46.0,46.0,0.0,11.125683688559693,low_shift,leave_one_year_out_influence_diagnostic
W045,0,1979,Jw,41.0,42.0,1.0,11.448312686023872,low_shift,leave_one_year_out_influence_diagnostic
W045,1,1980,P,45.0,45.0,0.0,26.41412836424528,low_shift,leave_one_year_out_influence_diagnostic
W045,1,1980,V,45.0,45.0,0.0,18.23269581178021,low_shift,leave_one_year_out_influence_diagnostic
W045,1,1980,H,35.0,35.0,0.0,10.079109156352953,low_shift,leave_one_year_out_influence_diagnostic
W045,1,1980,Je,46.0,46.0,0.0,12.857171227721686,low_shift,leave_one_year_out_influence_diagnostic
W045,1,1980,Jw,41.0,41.0,0.0,12.09629070328154,low_shift,leave_one_year_out_influence_diagnostic
W045,2,1981,P,45.0,45.0,0.0,27.713898746136657,low_shift,leave_one_year_out_influence_diagnostic
W045,2,1981,V,45.0,45.0,0.0,19.965109262891122,low_shift,leave_one_year_out_influence_diagnostic
W045,2,1981,H,35.0,35.0,0.0,11.431076829853161,low_shift,leave_one_year_out_influence_diagnostic
W045,2,1981,Je,46.0,46.0,0.0,11.273084505578002,low_shift,leave_one_year_out_influence_diagnostic
W045,2,1981,Jw,41.0,41.0,0.0,10.799750604727365,low_shift,leave_one_year_out_influence_diagnostic
W045,3,1982,P,45.0,45.0,0.0,28.595077070320702,low_shift,leave_one_year_out_influence_diagnostic
W045,3,1982,V,45.0,45.0,0.0,20.90782827082739,low_shift,leave_one_year_out_influence_diagnostic
W045,3,1982,H,35.0,35.0,0.0,8.877490304397144,low_shift,leave_one_year_out_influence_diagnostic
W045,3,1982,Je,46.0,46.0,0.0,11.344100357580125,low_shift,leave_one_year_out_influence_diagnostic
W045,3,1982,Jw,41.0,45.0,4.0,12.587240603046727,shift_ge_3_days,leave_one_year_out_influence_diagnostic
W045,4,1983,P,45.0,45.0,0.0,24.53144794977583,low_shift,leave_one_year_out_influence_diagnostic
W045,4,1983,V,45.0,45.0,0.0,18.89800193190083,low_shift,leave_one_year_out_influence_diagnostic
W045,4,1983,H,35.0,35.0,0.0,11.852037001031118,low_shift,leave_one_year_out_influence_diagnostic
W045,4,1983,Je,46.0,46.0,0.0,12.682521225459986,low_shift,leave_one_year_out_influence_diagnostic
W045,4,1983,Jw,41.0,41.0,0.0,11.966910075096548,low_shift,leave_one_year_out_influence_diagnostic
W045,5,1984,P,45.0,45.0,0.0,24.032037266996035,low_shift,leave_one_year_out_influence_diagnostic
W045,5,1984,V,45.0,45.0,0.0,18.5088500117978,low_shift,leave_one_year_out_influence_diagnostic
W045,5,1984,H,35.0,35.0,0.0,9.807284546449534,low_shift,leave_one_year_out_influence_diagnostic
W045,5,1984,Je,46.0,46.0,0.0,10.741470893343154,low_shift,leave_one_year_out_influence_diagnostic
W045,5,1984,Jw,41.0,41.0,0.0,10.584915448219638,low_shift,leave_one_year_out_influence_diagnostic
W045,6,1985,P,45.0,44.0,-1.0,26.50390124040773,low_shift,leave_one_year_out_influence_diagnostic
