window_id,year_index,year,object,yearwise_peak_day,yearwise_peak_score,candidate_rank1_day,candidate_rank1_score,candidate_rank2_day,candidate_rank2_score,rank1_rank2_score_gap,weak_year_flag,ambiguous_year_peak_flag,method_role
W045,0,1979,P,43.0,122.65009069545091,43.0,122.65009069545091,58.0,65.41619235794963,57.23389833750129,False,False,single_year_peak_diagnostic_not_main_result
W045,0,1979,V,42.0,102.16651224524108,42.0,102.16651224524108,55.0,46.21552927888955,55.95098296635153,False,False,single_year_peak_diagnostic_not_main_result
W045,0,1979,H,41.0,5.4780312811793195,54.0,13.594764869465632,29.0,11.871423370375041,1.7233414990905906,False,False,single_year_peak_diagnostic_not_main_result
W045,0,1979,Je,47.0,39.37681311689353,47.0,39.37681311689353,19.0,24.026038938607364,15.350774178286166,False,False,single_year_peak_diagnostic_not_main_result
W045,0,1979,Jw,49.0,80.68277020959707,49.0,80.68277020959707,39.0,43.477375651195096,37.20539455840197,False,False,single_year_peak_diagnostic_not_main_result
W045,1,1980,P,40.0,85.39621512446018,40.0,85.39621512446018,55.0,55.87224369053543,29.523971433924757,False,False,single_year_peak_diagnostic_not_main_result
W045,1,1980,V,45.0,60.1054214111917,19.0,65.48394068372514,45.0,60.1054214111917,5.378519272533438,False,False,single_year_peak_diagnostic_not_main_result
W045,1,1980,H,41.0,68.65765265921893,20.0,135.50881303783413,41.0,68.65765265921893,66.8511603786152,False,False,single_year_peak_diagnostic_not_main_result
W045,1,1980,Je,39.0,32.215782953772056,57.0,47.06541799101916,39.0,32.215782953772056,14.849635037247104,False,False,single_year_peak_diagnostic_not_main_result
W045,1,1980,Jw,50.0,29.22418264242626,32.0,94.06182250830437,19.0,72.011491909377,22.050330598927374,False,False,single_year_peak_diagnostic_not_main_result
W045,2,1981,P,51.0,46.27422277840182,51.0,46.27422277840182,37.0,44.72348529609718,1.5507374823046405,False,False,single_year_peak_diagnostic_not_main_result
W045,2,1981,V,41.0,52.50907164593526,41.0,52.50907164593526,36.0,50.10203158904392,2.40704005689134,False,False,single_year_peak_diagnostic_not_main_result
W045,2,1981,H,49.0,101.9889421146188,49.0,101.9889421146188,36.0,93.50281730769105,8.486124806927748,False,False,single_year_peak_diagnostic_not_main_result
W045,2,1981,Je,44.0,55.71153494885803,44.0,55.71153494885803,31.0,18.33010330357667,37.38143164528136,False,False,single_year_peak_diagnostic_not_main_result
W045,2,1981,Jw,42.0,64.58068650569415,42.0,64.58068650569415,52.0,25.580033591425874,39.00065291426827,False,False,single_year_peak_diagnostic_not_main_result
W045,3,1982,P,44.0,66.93966346751726,55.0,87.38819694746101,44.0,66.93966346751726,20.448533479943748,False,False,single_year_peak_diagnostic_not_main_result
W045,3,1982,V,42.0,186.6558421079514,42.0,186.6558421079514,54.0,165.62644584287602,21.029396265075377,False,False,single_year_peak_diagnostic_not_main_result
W045,3,1982,H,46.0,23.01233614738271,32.0,100.53556703129688,46.0,23.01233614738271,77.52323088391417,False,False,single_year_peak_diagnostic_not_main_result
W045,3,1982,Je,46.0,31.06701359039536,54.0,39.320707005271714,23.0,38.06777010232452,1.2529369029471908,False,False,single_year_peak_diagnostic_not_main_result
W045,3,1982,Jw,47.0,135.0365586915019,47.0,135.0365586915019,35.0,59.147369542401364,75.88918914910055,False,False,single_year_peak_diagnostic_not_main_result
W045,4,1983,P,45.0,82.10938176482142,58.0,82.96701516267328,45.0,82.10938176482142,0.8576333978518562,False,False,single_year_peak_diagnostic_not_main_result
W045,4,1983,V,50.0,45.30507389163513,50.0,45.30507389163513,36.0,44.949663128641845,0.3554107629932872,False,False,single_year_peak_diagnostic_not_main_result
W045,4,1983,H,50.0,8.192074600406913,36.0,85.90214819512397,50.0,8.192074600406913,77.71007359471706,False,False,single_year_peak_diagnostic_not_main_result
W045,4,1983,Je,50.0,10.334167847118477,33.0,26.408353611628502,21.0,10.366432949986056,16.041920661642447,False,False,single_year_peak_diagnostic_not_main_result
W045,4,1983,Jw,38.0,43.19006140990602,38.0,43.19006140990602,23.0,10.52172820563149,32.66833320427453,False,False,single_year_peak_diagnostic_not_main_result
W045,5,1984,P,43.0,73.3769536711845,43.0,73.3769536711845,32.0,49.4084701212378,23.968483549946697,False,False,single_year_peak_diagnostic_not_main_result
W045,5,1984,V,40.0,48.277311193850196,40.0,48.277311193850196,23.0,18.058120325290368,30.219190868559828,False,False,single_year_peak_diagnostic_not_main_result
W045,5,1984,H,34.0,20.09901667111504,56.0,55.51030381495547,34.0,20.09901667111504,35.411287143840426,False,False,single_year_peak_diagnostic_not_main_result
W045,5,1984,Je,47.0,67.17626796661321,47.0,67.17626796661321,35.0,51.667601284452175,15.508666682161035,False,False,single_year_peak_diagnostic_not_main_result
W045,5,1984,Jw,40.0,104.84171015248474,40.0,104.84171015248474,25.0,77.05442605979452,27.787284092690214,False,False,single_year_peak_diagnostic_not_main_result
W045,6,1985,P,47.0,77.25987646357297,47.0,77.25987646357297,52.0,62.999751025757156,14.260125437815809,False,False,single_year_peak_diagnostic_not_main_result
W045,6,1985,V,44.0,90.50917280144637,27.0,129.18018441613896,53.0,127.1556561640582,2.0245282520807564,False,False,single_year_peak_diagnostic_not_main_result
W045,6,1985,H,47.0,40.32953463720469,32.0,137.8838539696762,47.0,40.32953463720469,97.55431933247152,False,False,single_year_peak_diagnostic_not_main_result
W045,6,1985,Je,48.0,3.9378481822885556,26.0,61.90473680754029,54.0,10.145539042940683,51.759197764599605,False,False,single_year_peak_diagnostic_not_main_result
W045,6,1985,Jw,44.0,42.932192246894786,55.0,49.61776950219698,27.0,43.75194390238046,5.865825599816517,False,False,single_year_peak_diagnostic_not_main_result
W045,7,1986,P,42.0,106.7724331069407,42.0,106.7724331069407,35.0,65.73263138247349,41.03980172446721,False,False,single_year_peak_diagnostic_not_main_result
W045,7,1986,V,42.0,52.94187987892164,42.0,52.94187987892164,29.0,32.92768802123129,20.01419185769035,False,False,single_year_peak_diagnostic_not_main_result
W045,7,1986,H,44.0,16.84639227346907,16.0,34.71723293539468,21.0,33.516091245730536,1.2011416896641407,False,False,single_year_peak_diagnostic_not_main_result
W045,7,1986,Je,45.0,13.709400655320094,21.0,75.5318108486611,32.0,68.11984425041226,7.4119665982488385,False,False,single_year_peak_diagnostic_not_main_result
W045,7,1986,Jw,45.0,14.269638684754948,30.0,63.064740040949644,19.0,58.32530029755791,4.739439743391735,False,False,single_year_peak_diagnostic_not_main_result
W045,8,1987,P,44.0,45.51025687792529,29.0,72.71416087027401,54.0,46.772153747153055,25.94200712312096,False,False,single_year_peak_diagnostic_not_main_result
W045,8,1987,V,45.0,58.133183195781186,45.0,58.133183195781186,26.0,24.936190770826506,33.19699242495468,False,False,single_year_peak_diagnostic_not_main_result
W045,8,1987,H,45.0,22.577849228707258,45.0,22.577849228707258,55.0,20.87966883130018,1.6981803974070786,False,False,single_year_peak_diagnostic_not_main_result
W045,8,1987,Je,42.0,29.39453207493364,20.0,52.32345463753631,42.0,29.39453207493364,22.92892256260267,False,False,single_year_peak_diagnostic_not_main_result
W045,8,1987,Jw,47.0,70.21688075770555,47.0,70.21688075770555,28.0,65.86235597101606,4.354524786689495,False,False,single_year_peak_diagnostic_not_main_result
W045,9,1988,P,40.0,62.299904331038604,55.0,153.01996271578588,30.0,89.68490127862597,63.33506143715991,False,False,single_year_peak_diagnostic_not_main_result
W045,9,1988,V,40.0,29.781762682460254,27.0,101.18543922727196,55.0,87.26346552042848,13.921973706843474,False,False,single_year_peak_diagnostic_not_main_result
W045,9,1988,H,54.0,65.85789471092606,28.0,80.09017250017624,54.0,65.85789471092606,14.232277789250176,False,False,single_year_peak_diagnostic_not_main_result
W045,9,1988,Je,41.0,11.667805276477173,29.0,53.42858294072573,41.0,11.667805276477173,41.76077766424856,False,False,single_year_peak_diagnostic_not_main_result
