method_family,scope,object,score_name,day,month_day,detector_score,score_z,score_minmax
main_method_ruptures_window,joint_all,joint_all,detector_score,63,06-03,2.823831869562749,-0.8223811105183694,0.19077950897193582
main_method_ruptures_window,joint_all,joint_all,detector_score,64,06-04,3.249025077138967,-0.6260606732357743,0.2409781674498232
main_method_ruptures_window,joint_all,joint_all,detector_score,65,06-05,3.5364138631221955,-0.4933673678653492,0.27490752300134796
main_method_ruptures_window,joint_all,joint_all,detector_score,66,06-06,3.656917851877433,-0.43772820114022115,0.2891343226513941
main_method_ruptures_window,joint_all,joint_all,detector_score,67,06-07,3.7681905113872727,-0.38635132873650757,0.3022712640068353
main_method_ruptures_window,joint_all,joint_all,detector_score,68,06-08,3.9177008473127786,-0.3173193357409432,0.3199225767707941
main_method_ruptures_window,joint_all,joint_all,detector_score,69,06-09,4.096964857791782,-0.2345494600722186,0.34108663273186884
main_method_ruptures_window,joint_all,joint_all,detector_score,70,06-10,4.303813212941761,-0.13904332589449872,0.36550731902664046
main_method_ruptures_window,joint_all,joint_all,detector_score,71,06-11,4.60840426549536,0.0015926192810119671,0.40146758826451995
main_method_ruptures_window,joint_all,joint_all,detector_score,72,06-12,5.082666429373719,0.22056920155037807,0.4574593679291705
main_method_ruptures_window,joint_all,joint_all,detector_score,73,06-13,5.752530537666686,0.5298592191629421,0.5365440734221799
main_method_ruptures_window,joint_all,joint_all,detector_score,74,06-14,6.509191591428316,0.8792251692823696,0.6258760974162125
main_method_ruptures_window,joint_all,joint_all,detector_score,75,06-15,7.265458068165927,1.228408935085311,0.7151615373234843
main_method_ruptures_window,joint_all,joint_all,detector_score,76,06-16,7.903485599567981,1.5229993512333226,0.7904875904627506
main_method_ruptures_window,joint_all,joint_all,detector_score,77,06-17,8.36940698461142,1.738124824597438,0.8454946509439493
main_method_ruptures_window,joint_all,joint_all,detector_score,78,06-18,8.702196584549725,1.8917806182904184,0.8847840637911693
main_method_ruptures_window,joint_all,joint_all,detector_score,79,06-19,8.963815889571627,2.012575625003365,0.9156710533056068
main_method_ruptures_window,joint_all,joint_all,detector_score,80,06-20,9.15261531706625,2.099748198562889,0.9379608684126
main_method_ruptures_window,joint_all,joint_all,detector_score,81,06-21,9.238311473412097,2.139315874121861,0.9480782268478277
main_method_ruptures_window,joint_all,joint_all,detector_score,82,06-22,9.150578850725497,2.098807920224938,0.937720441527787
main_method_ruptures_window,joint_all,joint_all,detector_score,83,06-23,8.83770957530883,1.9543497495212623,0.9007828385157491
main_method_ruptures_window,joint_all,joint_all,detector_score,84,06-24,8.384771400026668,1.7452188907752764,0.8473085864170463
main_method_ruptures_window,joint_all,joint_all,detector_score,85,06-25,7.811055967555555,1.4803226916554624,0.7795752723731046
main_method_ruptures_window,joint_all,joint_all,detector_score,86,06-26,7.1732840339711705,1.1858502902697732,0.7042793953216222
main_method_ruptures_window,joint_all,joint_all,detector_score,87,06-27,6.542596302200253,0.894648810368804,0.6298198849408346
main_method_ruptures_window,joint_all,joint_all,detector_score,88,06-28,5.946092806871414,0.6192308945674037,0.5593961935240075
main_method_ruptures_window,joint_all,joint_all,detector_score,89,06-29,5.510069805013176,0.4179101188239789,0.5079189606595538
main_method_ruptures_window,joint_all,joint_all,detector_score,90,06-30,5.276059938016008,0.30986295673686864,0.48029156402071876
main_method_ruptures_window,joint_all,joint_all,detector_score,91,07-01,5.250551946776771,0.29808539325500166,0.47728006967447895
main_method_ruptures_window,joint_all,joint_all,detector_score,92,07-02,5.451313056894176,0.39078092137094206,0.5009820908329864
main_method_ruptures_window,joint_all,joint_all,detector_score,93,07-03,5.757495782562566,0.532151774716054,0.5371302743029704
main_method_ruptures_window,joint_all,joint_all,detector_score,94,07-04,6.112403439313082,0.6960199295376778,0.5790309630603582
main_method_ruptures_window,joint_all,joint_all,detector_score,95,07-05,6.388209209653634,0.8233651186741109,0.611592818294309
main_method_ruptures_window,joint_all,joint_all,detector_score,96,07-06,6.44414632933013,0.8491924357608969,0.6181968004766298
main_method_ruptures_window,joint_all,joint_all,detector_score,97,07-07,6.360199173943209,0.8104323098686315,0.6082859305276953
main_method_ruptures_window,joint_all,joint_all,detector_score,98,07-08,6.227543755062253,0.7491825782676235,0.5926245230804643
main_method_ruptures_window,joint_all,joint_all,detector_score,99,07-09,6.031790119907988,0.6587991041942423,0.5695136885190902
main_method_ruptures_window,joint_all,joint_all,detector_score,100,07-10,5.785162872198661,0.5449262382750028,0.5403966735750484
main_method_ruptures_window,joint_all,joint_all,detector_score,101,07-11,5.528492417170016,0.42641621725188045,0.5100939493457641
main_method_ruptures_window,joint_all,joint_all,detector_score,102,07-12,5.264311243204539,0.30443834302764367,0.47890450348472446
main_method_ruptures_window,joint_all,joint_all,detector_score,103,07-13,5.06355541926111,0.2117452556468044,0.45520310641624795
main_method_ruptures_window,joint_all,joint_all,detector_score,104,07-14,5.009790199352456,0.18692074929301977,0.4488555405001126
main_method_ruptures_window,joint_all,joint_all,detector_score,105,07-15,5.176241648913647,0.26377480241972046,0.46850693502097585
main_method_ruptures_window,joint_all,joint_all,detector_score,106,07-16,5.592652819825159,0.45604039299374527,0.5176687790544725
main_method_ruptures_window,joint_all,joint_all,detector_score,107,07-17,6.193177979404084,0.7333151937832231,0.5885672714479042
main_method_ruptures_window,joint_all,joint_all,detector_score,108,07-18,6.917998857282593,1.067979880709474,0.6741402181882248
main_method_ruptures_window,joint_all,joint_all,detector_score,109,07-19,7.734218726025778,1.4448453590266006,0.7705038046798095
main_method_ruptures_window,joint_all,joint_all,detector_score,110,07-20,8.535235937274715,1.814691458120475,0.8650725529709903
main_method_ruptures_window,joint_all,joint_all,detector_score,111,07-21,9.164599599217354,2.1052815877857194,0.9393757425829453
main_method_ruptures_window,joint_all,joint_all,detector_score,112,07-22,9.56167878246637,2.288621202582573,0.9862552363129169
main_method_ruptures_window,joint_all,joint_all,detector_score,113,07-23,9.678099825113602,2.3423751892271114,1.0
main_method_ruptures_window,joint_all,joint_all,detector_score,114,07-24,9.507914805866257,2.263797270289879,0.9799078171828067
main_method_ruptures_window,joint_all,joint_all,detector_score,115,07-25,8.992359717512796,2.025754896645716,0.9190409610203567
main_method_ruptures_window,joint_all,joint_all,detector_score,116,07-26,8.110438819364102,1.618553903572056,0.814920657163569
main_method_ruptures_window,joint_all,joint_all,detector_score,117,07-27,6.945101585574619,1.0804937670440484,0.6773399884975999
main_method_ruptures_window,joint_all,joint_all,detector_score,118,07-28,5.6647143626319005,0.48931268743072076,0.526176423843452
main_method_ruptures_window,joint_all,joint_all,detector_score,119,07-29,4.444183212108407,-0.07423161412035503,0.38207951614351165
main_method_ruptures_window,joint_all,joint_all,detector_score,120,07-30,3.4283770587504643,-0.5432501794882759,0.2621526093548812
main_method_ruptures_window,joint_all,joint_all,detector_score,121,07-31,2.6928479091170816,-0.8828590954285355,0.17531543527712137
main_method_ruptures_window,joint_all,joint_all,detector_score,122,08-01,2.258414451199649,-1.0834459460857206,0.1240258652727471
main_method_ruptures_window,joint_all,joint_all,detector_score,123,08-02,2.122007485377126,-1.146427843965332,0.10792154711968195
main_method_ruptures_window,joint_all,joint_all,detector_score,124,08-03,2.2238463981617205,-1.0994067261910743,0.11994473260699205
main_method_ruptures_window,joint_all,joint_all,detector_score,125,08-04,2.4682857227253887,-0.9865440693274897,0.14880343955173436
main_method_ruptures_window,joint_all,joint_all,detector_score,126,08-05,2.746502578801041,-0.8580856323841619,0.18164994954314742
main_method_ruptures_window,joint_all,joint_all,detector_score,127,08-06,3.005327204295288,-0.7385809866110373,0.2122069969026677
main_method_ruptures_window,joint_all,joint_all,detector_score,128,08-07,3.24915189121532,-0.6260021205719978,0.24099313922358537
main_method_ruptures_window,joint_all,joint_all,detector_score,129,08-08,3.467988894797228,-0.5249605811699088,0.26682921517539426
main_method_ruptures_window,joint_all,joint_all,detector_score,130,08-09,3.64378823421999,-0.4437904152911856,0.2875842292327144
main_method_ruptures_window,joint_all,joint_all,detector_score,131,08-10,3.734882364177884,-0.4017303844427257,0.2983388768555293
main_method_ruptures_window,joint_all,joint_all,detector_score,132,08-11,3.754151835202237,-0.39283327388145894,0.3006138463935308
main_method_ruptures_window,joint_all,joint_all,detector_score,133,08-12,3.744377058368578,-0.39734648911662873,0.29945982823136985
main_method_ruptures_window,joint_all,joint_all,detector_score,134,08-13,3.748590525604492,-0.3954010447504173,0.29995727362563923
main_method_ruptures_window,joint_all,joint_all,detector_score,135,08-14,3.766608107078832,-0.3870819573078382,0.30208444405760293
main_method_ruptures_window,joint_all,joint_all,detector_score,136,08-15,3.737592580189933,-0.4004790220429152,0.2986588471785871
main_method_ruptures_window,joint_all,joint_all,detector_score,137,08-16,3.611732846973064,-0.4585910459914099,0.2837997439490533
main_method_ruptures_window,joint_all,joint_all,detector_score,138,08-17,3.386235899770932,-0.5627076181562587,0.2571773895964689
main_method_ruptures_window,joint_all,joint_all,detector_score,139,08-18,3.1398962772661485,-0.6764476816108225,0.22809433191974748
main_method_ruptures_window,joint_all,joint_all,detector_score,140,08-19,2.936669333473823,-0.7702817357819793,0.2041011924171437
main_method_ruptures_window,joint_all,joint_all,detector_score,141,08-20,2.776783581955597,-0.8441042712647172,0.1852249495869826
main_method_ruptures_window,joint_all,joint_all,detector_score,142,08-21,2.6295016992780376,-0.912107341623924,0.16783672983940867
main_method_ruptures_window,joint_all,joint_all,detector_score,143,08-22,2.4779520745709824,-0.9820809161363273,0.14994465697096387
main_method_ruptures_window,joint_all,joint_all,detector_score,144,08-23,2.350991279708776,-1.04070132286196,0.13495556150140237
main_method_ruptures_window,joint_all,joint_all,detector_score,145,08-24,2.295650634672921,-1.0662532353557466,0.1284219996038904
main_method_ruptures_window,joint_all,joint_all,detector_score,146,08-25,2.3209106780925057,-1.054590154474989,0.13140422102738064
main_method_ruptures_window,joint_all,joint_all,detector_score,147,08-26,2.432908133579594,-1.0028786288814813,0.14462673238977333
main_method_ruptures_window,joint_all,joint_all,detector_score,148,08-27,2.611451092669098,-0.9204416774494744,0.16570566043299434
main_method_ruptures_window,joint_all,joint_all,detector_score,149,08-28,2.8742110592525587,-0.7991200038647,0.19672731738601573
main_method_ruptures_window,joint_all,joint_all,detector_score,150,08-29,3.2219197262799613,-0.63857577046339,0.23777808751804153
main_method_ruptures_window,joint_all,joint_all,detector_score,151,08-30,3.6536888706773896,-0.4392190880826147,0.28875310648518
main_method_ruptures_window,joint_all,joint_all,detector_score,152,08-31,4.209401506963685,-0.18263514973352188,0.35436099566055373
main_method_ruptures_window,joint_all,joint_all,detector_score,153,09-01,4.871019416621349,0.12284742859460447,0.4324721481859745
main_method_ruptures_window,joint_all,joint_all,detector_score,154,09-02,5.570357695814172,0.4457462763025184,0.5150365984457334
main_method_ruptures_window,joint_all,joint_all,detector_score,155,09-03,6.14702071108349,0.7120034349427558,0.5831179065299982
main_method_ruptures_window,joint_all,joint_all,detector_score,156,09-04,6.536710569601837,0.8919312467368818,0.6291250105276607
main_method_ruptures_window,joint_all,joint_all,detector_score,157,09-05,6.789772002556065,1.008774908139983,0.6590016506537072
main_method_ruptures_window,joint_all,joint_all,detector_score,158,09-06,6.972669107222874,1.0932222580179138,0.6805946326914502
main_method_ruptures_window,joint_all,joint_all,detector_score,159,09-07,7.069011787271995,1.1377056522471836,0.6919689284385506
main_method_ruptures_window,joint_all,joint_all,detector_score,160,09-08,7.120567750300529,1.1615100993219238,0.6980556676772156
main_method_ruptures_window,joint_all,joint_all,detector_score,161,09-09,7.043738321458727,1.1260363739715702,0.6889851223562643
main_method_ruptures_window,joint_all,joint_all,detector_score,162,09-10,6.789520899665313,1.008658968777743,0.6589720052406786
main_method_ruptures_window,joint_all,joint_all,detector_score,163,09-11,6.400206980840798,0.8289047360619505,0.6130092849913041
main_method_ruptures_window,joint_all,joint_all,detector_score,164,09-12,5.944060332115994,0.6182924592263864,0.5591562378890295
main_method_ruptures_window,joint_all,joint_all,detector_score,165,09-13,5.504941690928279,0.415542363221012,0.5073135313088574
main_method_ruptures_window,joint_all,joint_all,detector_score,166,09-14,5.078971315399321,0.21886309153183342,0.45702311974567983
main_method_ruptures_window,joint_all,joint_all,detector_score,167,09-15,4.705771422354014,0.04654903549569847,0.4129628345831816
main_method_ruptures_window,joint_all,joint_all,detector_score,168,09-16,4.435834505050471,-0.07808638364901589,0.38109386094755426
main_method_ruptures_window,P_only,P,detector_score,14,04-15,4.400409339837881,-0.8381607291078614,0.04867962099189921
main_method_ruptures_window,P_only,P,detector_score,15,04-16,4.624876231128891,-0.8224214131951939,0.05257511127593915
main_method_ruptures_window,P_only,P,detector_score,16,04-17,4.633617612722337,-0.8218084792982565,0.05272681278911335
main_method_ruptures_window,P_only,P,detector_score,17,04-18,4.596128332582877,-0.8244371770988977,0.05207620848083884
main_method_ruptures_window,P_only,P,detector_score,18,04-19,4.698734265329099,-0.8172425873724645,0.05385687382439533
main_method_ruptures_window,P_only,P,detector_score,19,04-20,4.627286357049675,-0.8222524184136546,0.052616937587399736
main_method_ruptures_window,P_only,P,detector_score,20,04-21,4.090160421734844,-0.8599149651357324,0.04329543431228136
main_method_ruptures_window,P_only,P,detector_score,21,04-22,3.411590916371882,-0.907495344371991,0.03151926144338272
main_method_ruptures_window,P_only,P,detector_score,22,04-23,3.0920880814504024,-0.9298984525760537,0.025974478504565007
main_method_ruptures_window,P_only,P,detector_score,23,04-24,2.919192172430031,-0.942021680711964,0.022973972149861972
main_method_ruptures_window,P_only,P,detector_score,24,04-25,2.9757658785910523,-0.938054808677975,0.023955775396723333
main_method_ruptures_window,P_only,P,detector_score,25,04-26,3.4490179645195065,-0.9048710101947499,0.03216878575220539
main_method_ruptures_window,P_only,P,detector_score,26,04-27,4.294728687263761,-0.8455709140449555,0.0468455957022641
main_method_ruptures_window,P_only,P,detector_score,27,04-28,5.253232844084997,-0.7783618943046852,0.06347986906273172
main_method_ruptures_window,P_only,P,detector_score,28,04-29,6.174662722672269,-0.7137524729907236,0.0794707402278129
main_method_ruptures_window,P_only,P,detector_score,29,04-30,7.100196860497216,-0.648855266550155,0.09553283838718081
main_method_ruptures_window,P_only,P,detector_score,30,05-01,8.389789530196829,-0.5584307664810191,0.1179129572826269
main_method_ruptures_window,P_only,P,detector_score,31,05-02,9.815016554538133,-0.4584957682531647,0.1426469302705402
main_method_ruptures_window,P_only,P,detector_score,32,05-03,11.145659761972745,-0.3651928598001463,0.1657394569958519
main_method_ruptures_window,P_only,P,detector_score,33,05-04,12.46236820561126,-0.2728670382052109,0.18859015412809582
main_method_ruptures_window,P_only,P,detector_score,34,05-05,13.170076876576443,-0.2232434599465614,0.20087202000069593
main_method_ruptures_window,P_only,P,detector_score,35,05-06,13.114661530740165,-0.22712910931565325,0.19991031941291496
main_method_ruptures_window,P_only,P,detector_score,36,05-07,13.15575449419936,-0.22424772609716567,0.200623463516159
main_method_ruptures_window,P_only,P,detector_score,37,05-08,13.8097615518298,-0.1783896325941262,0.21197336961607458
main_method_ruptures_window,P_only,P,detector_score,38,05-09,15.011627201822623,-0.09411643292078833,0.23283103791334972
main_method_ruptures_window,P_only,P,detector_score,39,05-10,17.080891456966242,0.05097758798883682,0.2687418965467181
main_method_ruptures_window,P_only,P,detector_score,40,05-11,19.606601774515653,0.22807699166105433,0.3125741069262772
main_method_ruptures_window,P_only,P,detector_score,41,05-12,21.79119492278679,0.38125771913284673,0.35048643036393545
main_method_ruptures_window,P_only,P,detector_score,42,05-13,23.51065727098314,0.5018241017407552,0.38032668356407257
main_method_ruptures_window,P_only,P,detector_score,43,05-14,24.99091024803176,0.6056174456162675,0.40601559945206595
main_method_ruptures_window,P_only,P,detector_score,44,05-15,26.249595777159243,0.6938747786407489,0.4278593431827217
main_method_ruptures_window,P_only,P,detector_score,45,05-16,26.563465838769996,0.7158829243713168,0.43330637266855604
main_method_ruptures_window,P_only,P,detector_score,46,05-17,24.791612115879776,0.5916429291755424,0.40255689811326206
main_method_ruptures_window,P_only,P,detector_score,47,05-18,20.931446314397853,0.3209733053599197,0.3355660012020509
main_method_ruptures_window,P_only,P,detector_score,48,05-19,16.08892037930392,-0.018578087138838274,0.2515268245472024
main_method_ruptures_window,P_only,P,detector_score,49,05-20,11.20824222418974,-0.3608046618892621,0.16682553865411096
main_method_ruptures_window,P_only,P,detector_score,50,05-21,7.393165815863778,-0.6283126782218815,0.10061714152245341
main_method_ruptures_window,P_only,P,detector_score,51,05-22,4.783355078776255,-0.8113090899734873,0.05532541804806702
main_method_ruptures_window,P_only,P,detector_score,52,05-23,2.893346278532825,-0.9438339599606039,0.02252543193094673
main_method_ruptures_window,P_only,P,detector_score,53,05-24,1.7931582192807325,-1.0209776639978456,0.003432318150184278
main_method_ruptures_window,P_only,P,detector_score,54,05-25,1.5953803456584774,-1.0348455819592552,0.0
main_method_ruptures_window,P_only,P,detector_score,55,05-26,2.079914425342229,-1.0008707052781805,0.008408802691739716
main_method_ruptures_window,P_only,P,detector_score,56,05-27,2.9928667429706213,-0.9368557191138005,0.02425255079489522
main_method_ruptures_window,P_only,P,detector_score,57,05-28,3.740824871740752,-0.884409903116382,0.037232922228450316
main_method_ruptures_window,P_only,P,detector_score,58,05-29,4.206564344173297,-0.8517528789670544,0.0453155556151387
main_method_ruptures_window,P_only,P,detector_score,59,05-30,4.748904709708889,-0.8137247034251669,0.05472755224606982
main_method_ruptures_window,P_only,P,detector_score,60,05-31,5.970888744511425,-0.7280408297216792,0.07593436322584064
main_method_ruptures_window,P_only,P,detector_score,61,06-01,8.161413244438695,-0.5744442038651938,0.11394962176726765
main_method_ruptures_window,P_only,P,detector_score,62,06-02,11.043894375736285,-0.37232851153808455,0.16397337884038013
main_method_ruptures_window,P_only,P,detector_score,63,06-03,13.974412313273014,-0.1668445430946851,0.21483078630578267
main_method_ruptures_window,P_only,P,detector_score,64,06-04,16.25150029251228,-0.007178202726829581,0.254348302889245
main_method_ruptures_window,P_only,P,detector_score,65,06-05,17.206599258152806,0.05979204959688333,0.2709234811685473
main_method_ruptures_window,P_only,P,detector_score,66,06-06,16.442026226089567,0.006181218971763549,0.25765476790437164
main_method_ruptures_window,P_only,P,detector_score,67,06-07,15.65289165813916,-0.04915183344920796,0.2439598036957503
main_method_ruptures_window,P_only,P,detector_score,68,06-08,15.396772346471572,-0.06711057442203579,0.23951500435622275
main_method_ruptures_window,P_only,P,detector_score,69,06-09,15.603562636796514,-0.05261071794709165,0.24310372767377544
main_method_ruptures_window,P_only,P,detector_score,70,06-10,16.519254054800943,0.0115963302442847,0.2589950112457054
main_method_ruptures_window,P_only,P,detector_score,71,06-11,18.615251456416885,0.1585648433574038,0.2953698078422442
main_method_ruptures_window,P_only,P,detector_score,72,06-12,22.354239563128925,0.4207376505218824,0.36025773745211537
main_method_ruptures_window,P_only,P,detector_score,73,06-13,28.01234876973806,0.8174766428917619,0.45845087994014344
main_method_ruptures_window,P_only,P,detector_score,74,06-14,34.430005012433526,1.2674740498221853,0.5698255125015101
main_method_ruptures_window,P_only,P,detector_score,75,06-15,40.62255928180666,1.701687609743778,0.6772936333053877
main_method_ruptures_window,P_only,P,detector_score,76,06-16,45.72525771943469,2.0594819474966073,0.76584795003264
main_method_ruptures_window,P_only,P,detector_score,77,06-17,49.44429681814528,2.32025595710447,0.8303896763944557
main_method_ruptures_window,P_only,P,detector_score,78,06-18,52.333653359340815,2.52285374390792,0.880532752144377
main_method_ruptures_window,P_only,P,detector_score,79,06-19,54.95677182721146,2.7067832758077652,0.9260554234243401
main_method_ruptures_window,P_only,P,detector_score,80,06-20,57.09541841398471,2.8567422923075885,0.9631703714322828
main_method_ruptures_window,P_only,P,detector_score,81,06-21,58.71217332743492,2.970106968005619,0.9912281977816219
main_method_ruptures_window,P_only,P,detector_score,82,06-22,59.21762425438138,3.005548505827993,1.0
main_method_ruptures_window,P_only,P,detector_score,83,06-23,58.00973149781387,2.920852693564118,0.9790377348289163
main_method_ruptures_window,P_only,P,detector_score,84,06-24,55.83504790998616,2.768366811115918,0.9412973859582174
main_method_ruptures_window,P_only,P,detector_score,85,06-25,52.70639802808164,2.5489900977475983,0.8870015156540256
main_method_ruptures_window,P_only,P,detector_score,86,06-26,48.87683040567832,2.280465977013079,0.8205416320634181
main_method_ruptures_window,P_only,P,detector_score,87,06-27,44.62173444681972,1.9821043827930886,0.7466969555943982
main_method_ruptures_window,P_only,P,detector_score,88,06-28,39.976874062524615,1.656413032330734,0.6660881477934933
main_method_ruptures_window,P_only,P,detector_score,89,06-29,36.251938447045816,1.3952255669135745,0.6014440908668085
main_method_ruptures_window,P_only,P,detector_score,90,06-30,33.41309591749624,1.1961697545311145,0.5521776559454876
main_method_ruptures_window,P_only,P,detector_score,91,07-01,31.27063715382825,1.0459434333249436,0.5149965498597584
main_method_ruptures_window,P_only,P,detector_score,92,07-02,30.562137097006705,0.9962643641565636,0.5027009499531694
main_method_ruptures_window,P_only,P,detector_score,93,07-03,30.702665346380595,1.006118015618606,0.5051397346974167
main_method_ruptures_window,P_only,P,detector_score,94,07-04,31.94510795982129,1.093236417285029,0.5267015922225904
main_method_ruptures_window,P_only,P,detector_score,95,07-05,33.259216108942724,1.1853799097327353,0.549507162779736
main_method_ruptures_window,P_only,P,detector_score,96,07-06,32.994221043483265,1.1667988128655042,0.5449083299769173
main_method_ruptures_window,P_only,P,detector_score,97,07-07,31.677416192088824,1.074466231288648,0.5220559597450266
main_method_ruptures_window,P_only,P,detector_score,98,07-08,29.902456617930497,0.95000845798758,0.4912525849759015
main_method_ruptures_window,P_only,P,detector_score,99,07-09,27.51516719871219,0.782614941162274,0.4498225875082584
main_method_ruptures_window,P_only,P,detector_score,100,07-10,24.64531199323807,0.5813845617384734,0.40001794591845596
main_method_ruptures_window,P_only,P,detector_score,101,07-11,21.611810490018662,0.3686795244560564,0.347373319512989
main_method_ruptures_window,P_only,P,detector_score,102,07-12,18.50314315134385,0.15070396008936476,0.29342423444092675
