window_id,target_type,target_name,influence_group,evidence_level,years,n_years,mean_effect,max_percentile,notes
W081,pairwise_order,P-H,reduce_H_earlier,usable_90,2014,1,0.03292340668643323,0.9032444444444444,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-H,reduce_P_earlier,credible_95,2000;2016;2001,3,0.03630606077120777,0.9894666666666667,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-H,reduce_P_earlier,strict_99,1985;2018,2,0.052378790772804606,0.9960444444444444,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Je,push_Je_earlier,credible_95,1985,1,0.06862628896527201,0.9668444444444444,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Je,push_Je_earlier,strict_99,1991;2005,2,0.10936854443838329,0.9999555555555556,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Je,push_Je_earlier,usable_90,1983;2012,2,0.05744802496086926,0.9277777777777778,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Je,push_P_earlier,credible_95,2020;1997,2,0.0763381181848801,0.9878666666666667,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Je,push_P_earlier,strict_99,2000,1,0.09167431702235584,0.9969333333333333,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Je,push_P_earlier,usable_90,2011,1,0.0559027777777778,0.9289333333333334,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Je,reduce_Je_earlier,strict_99,1995;2019;2002;2016,4,0.10700608503982237,0.9996444444444444,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Je,reduce_P_earlier,credible_95,1989;1998;1979,3,0.06631301547524891,0.9788888888888889,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Je,reduce_P_earlier,strict_99,1990;2017;1999,3,0.10408193755273208,0.9995111111111111,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Je,reduce_P_earlier,usable_90,1993,1,0.060266666666666635,0.9490222222222222,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Jw,push_Jw_earlier,credible_95,1985;1999;2014,3,0.0672265371387623,0.9635111111111111,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Jw,push_Jw_earlier,strict_99,1998,1,0.08969906158990398,0.9939111111111111,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Jw,push_Jw_earlier,usable_90,2023,1,0.0619557309704597,0.9406666666666667,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Jw,push_P_earlier,credible_95,2011;2020,2,0.07295457947312031,0.9779555555555556,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Jw,push_P_earlier,strict_99,1980;2000;1997;1995;2007,5,0.11066912724400221,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Jw,push_P_earlier,usable_90,2013;2019,2,0.06140393625886362,0.9464,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Jw,reduce_Jw_earlier,strict_99,2002;2001,2,0.10987457275848303,0.9996444444444444,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Jw,reduce_P_earlier,strict_99,1987;2021;1991;1981;1994,5,0.12691066593255657,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-Jw,reduce_P_earlier,usable_90,1996,1,0.05521328251448859,0.9085333333333333,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-V,push_P_earlier,credible_95,2009;2019;1995,3,0.058465187920554475,0.9872,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-V,push_P_earlier,strict_99,1991;2006,2,0.07785212948035249,0.9981777777777778,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-V,push_P_earlier,usable_90,1987;1990,2,0.047456866921100155,0.9336888888888889,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-V,push_V_earlier,credible_95,1999,1,0.07198773792410673,0.9812888888888889,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-V,push_V_earlier,strict_99,1983;2010;2018;2012,4,0.12213322227564671,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-V,push_V_earlier,usable_90,1979,1,0.05341296705307319,0.9186222222222222,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-V,reduce_P_earlier,strict_99,2005;2000;1986;2004;1998;1994;1996,7,0.09738161753683383,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-V,reduce_P_earlier,usable_90,2022,1,0.04428389858853435,0.9110222222222222,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-V,reduce_V_earlier,credible_95,2013,1,0.06593973582828838,0.9687555555555556,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-V,reduce_V_earlier,strict_99,1997;1981;1993,3,0.09832538003562181,0.9999111111111111,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,P-V,reduce_V_earlier,usable_90,2020;1989,2,0.05351899827231987,0.93,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-H,push_H_earlier,strict_99,2006;1988;1997,3,0.09982439404702725,0.9999555555555556,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-H,push_H_earlier,usable_90,1980;1998,2,0.052987090969305595,0.9432,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-H,push_V_earlier,credible_95,1982;2021;2011,3,0.04907558252192268,0.9819111111111111,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-H,reduce_H_earlier,strict_99,1995;1996;2004;2002,4,0.1164552000896387,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-H,reduce_H_earlier,usable_90,2018;1999;2008,3,0.05045666050751455,0.9403555555555555,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-H,reduce_V_earlier,credible_95,2003,1,0.057838410402512974,0.9877333333333334,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-H,reduce_V_earlier,strict_99,1991;1985;1989;1981,4,0.09617464900412409,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-H,reduce_V_earlier,usable_90,2005,1,0.03941738230773495,0.9065333333333333,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Je,push_Je_earlier,strict_99,2013;1993;1989,3,0.12256012783363511,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Je,push_Je_earlier,usable_90,2003,1,0.06242238293520347,0.9439555555555555,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Je,push_V_earlier,strict_99,2019;2004,2,0.09342462180854105,0.9966666666666667,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Je,push_V_earlier,usable_90,2014;1994,2,0.06135503023274139,0.9472444444444444,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Je,reduce_Je_earlier,credible_95,2002,1,0.07952669235002752,0.9852,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Je,reduce_Je_earlier,strict_99,2000;2015;2022;2018,4,0.09452415843418348,0.9989333333333333,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Je,reduce_Je_earlier,usable_90,2011,1,0.056076388888888884,0.9120444444444444,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Je,reduce_V_earlier,credible_95,2006;1990;1985,3,0.07614925019615008,0.986,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Je,reduce_V_earlier,strict_99,1991;1984;2017,3,0.12535750681307986,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Je,reduce_V_earlier,usable_90,1981,1,0.05929047939183951,0.9255555555555556,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Jw,push_Jw_earlier,credible_95,2009,1,0.07222046246436489,0.9883555555555555,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Jw,push_Jw_earlier,strict_99,1993,1,0.09173333333333333,0.9985777777777778,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Jw,push_V_earlier,credible_95,2007,1,0.07604166666666667,0.9856,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Jw,push_V_earlier,strict_99,1980;2000;1986;2002,4,0.13314824623675392,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Jw,push_V_earlier,usable_90,1995,1,0.052195576883502404,0.9059555555555555,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Jw,reduce_Jw_earlier,credible_95,2005;2001;2010,3,0.06865853203662363,0.9884888888888889,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Jw,reduce_Jw_earlier,strict_99,2018;2004;1983,3,0.09445672481246419,0.9996,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Jw,reduce_Jw_earlier,usable_90,1988,1,0.048351648351648346,0.9080444444444444,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Jw,reduce_V_earlier,credible_95,2016,1,0.06371967929843347,0.9600888888888889,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Jw,reduce_V_earlier,strict_99,1981;1987;2021;1991;1989,5,0.14632104844140395,1.0,statistical high-influence year candidates only; not physical year types
W081,pairwise_order,V-Jw,reduce_V_earlier,usable_90,1992,1,0.052812478191081036,0.9092444444444444,statistical high-influence year candidates only; not physical year types
W113,object_peak,H,push_early_peak,credible_95,2013;2017;1980,3,-0.13358802095628639,0.9878666666666667,statistical high-influence year candidates only; not physical year types
W113,object_peak,H,push_early_peak,strict_99,1990;1996;2005;2021;1998;1985;1991;1994;1997;2002,10,-0.4737611937223207,1.0,statistical high-influence year candidates only; not physical year types
W113,object_peak,H,push_late_peak,credible_95,2006;2016;2003;2022,4,0.2279363293538914,0.9730222222222222,statistical high-influence year candidates only; not physical year types
W113,object_peak,H,push_late_peak,strict_99,1986;2007;2011;2009;2015;2019;1987;1983,8,0.5467214638959756,1.0,statistical high-influence year candidates only; not physical year types
W113,object_peak,H,push_late_peak,usable_90,2023;2018;1981,3,0.15694480578297507,0.9317777777777778,statistical high-influence year candidates only; not physical year types
W113,object_peak,Je,push_early_peak,credible_95,1981;1993;2009;2004;2011;2017,6,-0.2513069509073276,0.9863555555555555,statistical high-influence year candidates only; not physical year types
W113,object_peak,Je,push_early_peak,strict_99,1989;1997;2005;2010;2021;1980;1985;2020;2013;2014;1998;1987;1994;1991;2018,15,-0.6055694028017721,1.0,statistical high-influence year candidates only; not physical year types
W113,object_peak,Je,push_late_peak,credible_95,1999;1988;1992;2016,4,0.2940534166422957,0.988,statistical high-influence year candidates only; not physical year types
W113,object_peak,Je,push_late_peak,strict_99,1983;2006;2008;1982;2022;1995;2000;1986;1979;2015;1990;2019,12,0.6690429252733617,1.0,statistical high-influence year candidates only; not physical year types
W113,object_peak,Je,push_late_peak,usable_90,2007;2002,2,0.25973447518676096,0.9423111111111111,statistical high-influence year candidates only; not physical year types
W113,object_peak,Jw,push_early_peak,credible_95,2014;1981;1994,3,-0.47199112116092107,0.9875111111111111,statistical high-influence year candidates only; not physical year types
W113,object_peak,Jw,push_early_peak,strict_99,2011;2009;2006;2000;2017;2023;1989;1985;2021;1988;2002;1980,12,-0.6735115587460617,1.0,statistical high-influence year candidates only; not physical year types
W113,object_peak,Jw,push_early_peak,usable_90,2005;1991,2,-0.2876673794299265,0.9485777777777777,statistical high-influence year candidates only; not physical year types
W113,object_peak,Jw,push_late_peak,credible_95,1997;2015;2012;2010;2003,5,0.2834783145554013,0.9883111111111111,statistical high-influence year candidates only; not physical year types
W113,object_peak,Jw,push_late_peak,strict_99,1979;1983;2008;2016;1987;2019;1995;1998;1993,9,0.909405036967341,1.0,statistical high-influence year candidates only; not physical year types
W113,object_peak,Jw,push_late_peak,usable_90,1986,1,0.028099528099531312,0.9137333333333333,statistical high-influence year candidates only; not physical year types
W113,object_peak,P,push_early_peak,credible_95,1989,1,-0.12424242424242493,0.9761777777777778,statistical high-influence year candidates only; not physical year types
W113,object_peak,P,push_early_peak,strict_99,1981;1991;2010;1992;1996;2004;2005;1980;2012;1999,10,-0.7696322818918148,1.0,statistical high-influence year candidates only; not physical year types
W113,object_peak,P,push_early_peak,usable_90,2003;2016;2011,3,-0.30472587574027443,0.9430666666666667,statistical high-influence year candidates only; not physical year types
W113,object_peak,P,push_late_peak,credible_95,1982;1986,2,0.4004855721074492,0.9822222222222222,statistical high-influence year candidates only; not physical year types
W113,object_peak,P,push_late_peak,strict_99,1984;2008;2020;2002;1983;2021;2022;1987;2009;1979;1995;1988;2006,13,0.576525775612433,1.0,statistical high-influence year candidates only; not physical year types
W113,object_peak,P,push_late_peak,usable_90,2015;2019;1993;1998,4,0.23475076163705566,0.9426666666666667,statistical high-influence year candidates only; not physical year types
W113,object_peak,V,push_early_peak,credible_95,2017;1979;2005;2006,4,-0.3600437750016461,0.9849777777777777,statistical high-influence year candidates only; not physical year types
W113,object_peak,V,push_early_peak,strict_99,1995;2022;2021;1997;2020;2018;2007;1982;1993;1999;1985;2002;1994,13,-0.6288428750863915,1.0,statistical high-influence year candidates only; not physical year types
W113,object_peak,V,push_early_peak,usable_90,1996,1,-0.07478777589135177,0.9489333333333333,statistical high-influence year candidates only; not physical year types
W113,object_peak,V,push_late_peak,credible_95,1983;2015;1987,3,0.39939243089699517,0.9799555555555556,statistical high-influence year candidates only; not physical year types
W113,object_peak,V,push_late_peak,strict_99,1989;1988;1991;2019;2011;1992;2010;2023;2013;2003;2004;1984;1990;1986,14,0.5520033574596661,1.0,statistical high-influence year candidates only; not physical year types
W113,object_peak,V,push_late_peak,usable_90,2014,1,0.08229055016765585,0.9308888888888889,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Je,push_H_earlier,strict_99,2021,1,0.056839879978177854,0.9992888888888889,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Je,push_H_earlier,usable_90,1982,1,0.026327928789872113,0.9048444444444445,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Je,push_Je_earlier,credible_95,2011;1997;1986;1981,4,0.04041325906121232,0.984,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Je,push_Je_earlier,strict_99,2009;2014;2010;1985,4,0.06771472099325518,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Je,push_Je_earlier,usable_90,2013,1,0.034116058922352255,0.9340888888888889,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Je,reduce_H_earlier,credible_95,1992,1,0.04242509759653823,0.9889333333333333,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Je,reduce_H_earlier,strict_99,1989;1987,2,0.08039382086991953,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Je,reduce_H_earlier,usable_90,2003,1,0.023954360779462353,0.9451111111111111,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Je,reduce_Je_earlier,credible_95,1999;1996;2008,3,0.042255912056109644,0.9868888888888889,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Je,reduce_Je_earlier,strict_99,1983;2006;1988,3,0.056023696725239325,0.9994666666666666,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Je,reduce_Je_earlier,usable_90,1998,1,0.034251926934853794,0.9352888888888888,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Jw,push_H_earlier,credible_95,1998;1984,2,0.022786316092723413,0.9588888888888889,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Jw,push_H_earlier,usable_90,1982;1983;2005,3,0.019370191834806393,0.9462222222222222,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Jw,push_Jw_earlier,credible_95,2000;1996;1986,3,0.029768711119559515,0.9848,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Jw,push_Jw_earlier,strict_99,2018;2011;2017,3,0.038687779258976075,0.9994666666666666,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Jw,push_Jw_earlier,usable_90,2015,1,0.023895323895323894,0.9427555555555556,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Jw,reduce_H_earlier,strict_99,2014,1,0.03308926396081113,0.9936444444444444,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,H-Jw,reduce_Jw_earlier,usable_90,1994;2001,2,0.022934265747852844,0.9457333333333333,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,Je-Jw,push_Je_earlier,credible_95,2010,1,0.05976152594790762,0.9736444444444444,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,Je-Jw,push_Je_earlier,strict_99,1998,1,0.14862210959771938,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,Je-Jw,push_Je_earlier,usable_90,2015,1,0.04701844701844701,0.9182222222222223,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,Je-Jw,push_Jw_earlier,credible_95,2023;2011,2,0.06676102377760379,0.9749333333333333,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,Je-Jw,push_Jw_earlier,strict_99,2017;1983,2,0.08924454599209819,0.9990666666666667,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,Je-Jw,push_Jw_earlier,usable_90,2022,1,0.05832541442297545,0.9479111111111111,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,Je-Jw,reduce_Je_earlier,credible_95,1990;2014,2,0.0640229888866771,0.9896888888888888,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,Je-Jw,reduce_Je_earlier,strict_99,2006;2000;1986;1982,4,0.13384095569495638,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,Je-Jw,reduce_Je_earlier,usable_90,2003,1,0.049270422171689976,0.9335555555555556,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,Je-Jw,reduce_Jw_earlier,credible_95,1989;1997;1987,3,0.06958701572581845,0.9827555555555556,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,Je-Jw,reduce_Jw_earlier,strict_99,2016;2005;2020;2013,4,0.08912415462603476,0.9987555555555555,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,Je-Jw,reduce_Jw_earlier,usable_90,1993,1,0.057222108074789446,0.9427111111111112,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-H,push_H_earlier,credible_95,2022,1,0.05342624854819977,0.9559111111111112,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-H,push_H_earlier,strict_99,2008;2020;1984,3,0.08680711800591175,0.9993777777777778,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-H,push_P_earlier,credible_95,1986;1991,2,0.06654038344179192,0.9750666666666666,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-H,push_P_earlier,strict_99,1992;2010;2004;2011;1981,5,0.1440479424636001,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-H,push_P_earlier,usable_90,2003,1,0.053889524250285925,0.9290222222222222,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-H,reduce_H_earlier,credible_95,1987,1,0.053826836990937876,0.9639555555555556,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-H,reduce_H_earlier,strict_99,2012;1996;2015,3,0.08730756620576129,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-H,reduce_P_earlier,credible_95,1988;1979,2,0.06899642854272336,0.9817777777777777,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-H,reduce_P_earlier,strict_99,2021;2002;1983;1995;1982,5,0.11549335643398215,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-H,reduce_P_earlier,usable_90,2023,1,0.05338823365203427,0.9263111111111111,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Je,push_Je_earlier,credible_95,2018;2021;1998,3,0.07527449884073086,0.9883111111111111,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Je,push_Je_earlier,strict_99,1989;1997;1985;2009,4,0.11923694139516189,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Je,push_P_earlier,credible_95,2012;2001,2,0.0600368861749153,0.9879111111111111,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Je,push_P_earlier,strict_99,1991;1999,2,0.10276895454753299,0.9998666666666667,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Je,reduce_Je_earlier,credible_95,2004;2000;1990,3,0.06885668103968727,0.9870222222222222,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Je,reduce_Je_earlier,strict_99,1992;1996;1983;2006;2003;2011;1981,7,0.11173960892502836,0.9998666666666667,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Je,reduce_P_earlier,credible_95,1993;1995,2,0.06881399116732123,0.9826222222222222,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Je,reduce_P_earlier,strict_99,2020;1984;2013;1987;2002;1979,6,0.09974163429767106,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Je,reduce_P_earlier,usable_90,1988,1,0.05026160201583485,0.9400888888888889,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Jw,push_Jw_earlier,credible_95,2006;1985;1995;2009;2017,5,0.04946712077668247,0.9897333333333334,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Jw,push_Jw_earlier,strict_99,2021;2000;1986,3,0.06477146449368953,0.9993333333333333,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Jw,push_Jw_earlier,usable_90,1988,1,0.0423934010947451,0.9365777777777777,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Jw,push_P_earlier,strict_99,2001,1,0.05376007239945004,0.9969777777777777,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Jw,push_P_earlier,usable_90,1991,1,0.035418713833387926,0.9487111111111111,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Jw,reduce_Jw_earlier,credible_95,1992;2019;2012,3,0.05068271004529142,0.9822222222222222,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Jw,reduce_Jw_earlier,strict_99,2005,1,0.06000982042648706,0.9913777777777778,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Jw,reduce_Jw_earlier,usable_90,2018;1996,2,0.04195020223994128,0.9380888888888889,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-Jw,reduce_P_earlier,strict_99,2002;1993,2,0.061146036903997635,0.9994222222222222,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-V,push_P_earlier,credible_95,2003,1,0.07528513387831026,0.9811555555555556,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-V,push_P_earlier,strict_99,1992;1991;2004;1989;1981;2012,6,0.143241391070089,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-V,push_P_earlier,usable_90,1980;2011,2,0.059573146586679004,0.9401333333333334,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-V,push_V_earlier,credible_95,1983,1,0.06589102341102648,0.9696888888888889,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-V,push_V_earlier,strict_99,2020;2008;2018,3,0.09580817462876527,0.9999111111111111,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-V,push_V_earlier,usable_90,2009,1,0.057083312153713206,0.9364,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-V,reduce_P_earlier,credible_95,1982;2007;1985;1997,4,0.06876710949809467,0.9795111111111111,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-V,reduce_P_earlier,strict_99,1995;2021;2022;2006;1979;2002,6,0.12320592059850861,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,P-V,reduce_V_earlier,strict_99,1996;2010,2,0.13666629527416038,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-H,push_H_earlier,credible_95,2019;2005,2,0.07021202330652898,0.9802222222222222,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-H,push_H_earlier,strict_99,2010;2023;1980,3,0.11142287885542353,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-H,push_H_earlier,usable_90,1983;2011,2,0.05280043291716596,0.9100444444444444,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-H,push_V_earlier,credible_95,2015,1,0.07456027456027453,0.9770666666666666,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-H,push_V_earlier,strict_99,1997;2022;2007;1995;1993;2006;2009,7,0.13075078918840785,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-H,push_V_earlier,usable_90,1987,1,0.053586636095643625,0.9,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-H,reduce_H_earlier,credible_95,1979;1994,2,0.06585149177726865,0.9750666666666666,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-H,reduce_H_earlier,strict_99,2018;2020;2017;1982,4,0.10666724240139284,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-H,reduce_V_earlier,credible_95,1998;2013;1984,3,0.07877807840545246,0.9877333333333334,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-H,reduce_V_earlier,strict_99,1992;1991;1989;1988;1990;1996,6,0.14954975198630308,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-H,reduce_V_earlier,usable_90,2000,1,0.05797692746431082,0.9249333333333334,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Je,push_Je_earlier,credible_95,1985;2014,2,0.06551882715205831,0.9835111111111111,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Je,push_Je_earlier,strict_99,1992;2010;2013;1991;1981,5,0.09603843838901163,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Je,push_Je_earlier,usable_90,2009;2003,2,0.04940093918322597,0.9350666666666667,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Je,push_V_earlier,credible_95,2019,1,0.04565869893836229,0.9604888888888888,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Je,push_V_earlier,strict_99,2007,1,0.07954159592529708,0.9990666666666667,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Je,reduce_Je_earlier,strict_99,2006;1983;2022;2008;1982;1995;1979;1999;2021,9,0.1014085092388776,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Je,reduce_V_earlier,credible_95,2000,1,0.04857222552966499,0.9700888888888889,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Je,reduce_V_earlier,strict_99,1989;2004,2,0.13815855415648687,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Je,reduce_V_earlier,usable_90,1986;1996,2,0.04107597167868815,0.9408888888888889,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Jw,push_Jw_earlier,credible_95,2011,1,0.03529477450083529,0.9576888888888889,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Jw,push_Jw_earlier,strict_99,1989;1986,2,0.07365180306356772,1.0,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Jw,push_Jw_earlier,usable_90,1992;1985;2010,3,0.03168835055511413,0.9475555555555556,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Jw,push_V_earlier,credible_95,2016;1998,2,0.03080318055927811,0.9692,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Jw,push_V_earlier,usable_90,2005;2007,2,0.026042851644153285,0.9409777777777778,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Jw,reduce_Jw_earlier,credible_95,1993,1,0.04287377576878304,0.9866222222222222,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Jw,reduce_Jw_earlier,strict_99,2022,1,0.050807728856509304,0.9960888888888889,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Jw,reduce_Jw_earlier,usable_90,1979,1,0.03312465602641723,0.9393333333333334,statistical high-influence year candidates only; not physical year types
W113,pairwise_order,V-Jw,reduce_V_earlier,credible_95,2004;1988,2,0.03611585733512346,0.9879555555555556,statistical high-influence year candidates only; not physical year types
