window_id,year,mode,pc_score,abs_pc_score,abs_pc_score_rank_desc,is_extreme_pc_year_q95,leverage_caution
W045,1979,1,-0.6119084927950724,0.6119084927950724,18,False,none
W045,1980,1,0.4233571301317977,0.4233571301317977,28,False,none
W045,1981,1,-0.5930634085211349,0.5930634085211349,20,False,none
W045,1982,1,-0.7620173938791295,0.7620173938791295,14,False,none
W045,1983,1,1.0030580858352518,1.0030580858352518,6,False,none
W045,1984,1,-0.990475243847577,0.990475243847577,7,False,none
W045,1985,1,-0.5390786458495339,0.5390786458495339,22,False,none
W045,1986,1,-0.26043912544986403,0.26043912544986403,33,False,none
W045,1987,1,0.7417573251944894,0.7417573251944894,15,False,none
W045,1988,1,0.04798962003257435,0.04798962003257435,44,False,none
W045,1989,1,-0.5644821249096217,0.5644821249096217,21,False,none
W045,1990,1,-0.22423989615428305,0.22423989615428305,37,False,none
W045,1991,1,1.1251381320481582,1.1251381320481582,4,False,none
W045,1992,1,-0.8042366828879267,0.8042366828879267,11,False,none
W045,1993,1,-0.19984858480872478,0.19984858480872478,39,False,none
W045,1994,1,0.2597126414217747,0.2597126414217747,34,False,none
W045,1995,1,0.30860230776034997,0.30860230776034997,32,False,none
W045,1996,1,-0.9421916351713029,0.9421916351713029,9,False,none
W045,1997,1,-0.6041094820005737,0.6041094820005737,19,False,none
W045,1998,1,1.7224369373308972,1.7224369373308972,1,True,extreme_year_leverage_caution
W045,1999,1,-0.49411515264047345,0.49411515264047345,23,False,none
W045,2000,1,-1.1130260793793996,1.1130260793793996,5,False,none
W045,2001,1,-0.33796026485003455,0.33796026485003455,31,False,none
W045,2002,1,0.22005862891445777,0.22005862891445777,38,False,none
W045,2003,1,0.3403171478355662,0.3403171478355662,30,False,none
W045,2004,1,0.17261017038871615,0.17261017038871615,40,False,none
W045,2005,1,0.13380682921244083,0.13380682921244083,41,False,none
W045,2006,1,0.029595590152802175,0.029595590152802175,45,False,none
W045,2007,1,-0.6226958782275116,0.6226958782275116,16,False,none
W045,2008,1,-0.7711982865450704,0.7711982865450704,13,False,none
W045,2009,1,-0.9742422099796194,0.9742422099796194,8,False,none
W045,2010,1,0.493525711878141,0.493525711878141,24,False,none
W045,2011,1,-0.3443915366708217,0.3443915366708217,29,False,none
W045,2012,1,-0.4511704141926975,0.4511704141926975,26,False,none
W045,2013,1,-0.4812344279601211,0.4812344279601211,25,False,none
W045,2014,1,-0.06232404789191255,0.06232404789191255,43,False,none
W045,2015,1,0.6169497652409114,0.6169497652409114,17,False,none
W045,2016,1,1.4652412434520952,1.4652412434520952,2,True,extreme_year_leverage_caution
W045,2017,1,0.24527176061700862,0.24527176061700862,35,False,none
