window_id,target_name,score_group,n_bootstrap,n_valid_delta,object_A,object_B,P_A_earlier,P_B_earlier,P_same_day,dominant_order_direction,dominant_order_probability,delta_median,delta_q025,delta_q975,order_level
W045,W045_P_vs_V_delta_peak,high,334,334,P,V,0.8473053892215568,0.029940119760479042,0.12275449101796407,P_earlier,0.8473053892215568,2.0,-1.0,7.0,weak_or_none
W045,W045_P_vs_V_delta_peak,mid,333,333,P,V,0.5945945945945946,0.17417417417417416,0.23123123123123124,P_earlier,0.5945945945945946,1.0,-2.0,5.0,weak_or_none
W045,W045_P_vs_V_delta_peak,low,333,333,P,V,0.2912912912912913,0.37537537537537535,0.3333333333333333,V_earlier,0.37537537537537535,0.0,-3.0,4.0,weak_or_none
W045,W045_P_vs_H_delta_peak,high,334,334,P,H,0.41317365269461076,0.5538922155688623,0.03293413173652695,H_earlier,0.5538922155688623,-4.5,-13.0,15.0,weak_or_none
W045,W045_P_vs_H_delta_peak,mid,333,333,P,H,0.2072072072072072,0.7777777777777778,0.015015015015015015,H_earlier,0.7777777777777778,-8.0,-14.0,10.0,weak_or_none
W045,W045_P_vs_H_delta_peak,low,333,333,P,H,0.15315315315315314,0.8228228228228228,0.024024024024024024,H_earlier,0.8228228228228228,-9.0,-13.7,6.0,weak_or_none
W045,W045_P_vs_Je_delta_peak,high,334,334,P,Je,0.9311377245508982,0.020958083832335328,0.04790419161676647,P_earlier,0.9311377245508982,3.0,0.0,11.0,usable_90
W045,W045_P_vs_Je_delta_peak,mid,333,333,P,Je,0.7927927927927928,0.06006006006006006,0.14714714714714713,P_earlier,0.7927927927927928,2.0,-1.6999999999999993,7.0,weak_or_none
W045,W045_P_vs_Je_delta_peak,low,333,333,P,Je,0.45645645645645644,0.24324324324324326,0.3003003003003003,P_earlier,0.45645645645645644,0.0,-3.0,4.0,weak_or_none
W045,W045_P_vs_Jw_delta_peak,high,334,334,P,Jw,0.7335329341317365,0.19760479041916168,0.0688622754491018,P_earlier,0.7335329341317365,2.0,-5.0,8.675000000000011,weak_or_none
W045,W045_P_vs_Jw_delta_peak,mid,333,333,P,Jw,0.25225225225225223,0.6516516516516516,0.0960960960960961,Jw_earlier,0.6516516516516516,-2.0,-7.0,5.0,weak_or_none
W045,W045_P_vs_Jw_delta_peak,low,333,333,P,Jw,0.05405405405405406,0.8978978978978979,0.04804804804804805,Jw_earlier,0.8978978978978979,-4.0,-8.0,2.0,weak_or_none
W045,W045_V_vs_H_delta_peak,high,334,334,V,H,0.3652694610778443,0.5808383233532934,0.05389221556886228,H_earlier,0.5808383233532934,-6.0,-14.0,13.0,weak_or_none
W045,W045_V_vs_H_delta_peak,mid,333,333,V,H,0.17417417417417416,0.7837837837837838,0.042042042042042045,H_earlier,0.7837837837837838,-9.0,-15.7,8.0,weak_or_none
W045,W045_V_vs_H_delta_peak,low,333,333,V,H,0.12012012012012012,0.8588588588588588,0.021021021021021023,H_earlier,0.8588588588588588,-10.0,-16.0,6.0,weak_or_none
W045,W045_V_vs_Je_delta_peak,high,334,334,V,Je,0.9011976047904192,0.05089820359281437,0.04790419161676647,V_earlier,0.9011976047904192,2.0,-1.674999999999999,8.0,usable_90
W045,W045_V_vs_Je_delta_peak,mid,333,333,V,Je,0.6006006006006006,0.16816816816816818,0.23123123123123124,V_earlier,0.6006006006006006,1.0,-3.0,5.699999999999989,weak_or_none
