window_id,target_name,object_A,object_B,permutation_level,mode_stability_status,extreme_year_dominated_flag,tercile_high_order_level,tercile_low_order_level,tercile_high_low_reversal_flag,best_quantile_scheme,best_high_order_level,best_low_order_level,best_high_dominant_probability,best_low_dominant_probability,best_high_low_reversal_flag,gradient_status,delta_gradient_slope,A_earlier_gradient_slope,B_earlier_gradient_slope,evidence_v1_level,evidence_v2_level,pattern_type,recommended_interpretation,interpretation_boundary
W045,W045_P_vs_V_delta_peak,P,V,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,usable_90,weak_or_none,0.91,0.51,True,clear_continuous_gradient,0.7,0.162,-0.1045,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_P_vs_H_delta_peak,P,H,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,usable_90,0.53,0.91,True,clear_continuous_gradient,1.65,0.077,-0.08099999999999999,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_P_vs_Je_delta_peak,P,Je,strict_99,stable,False,usable_90,weak_or_none,False,decile,credible_95,weak_or_none,0.97,0.39,True,clear_continuous_gradient,1.0,0.13999999999999999,-0.0645,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_P_vs_Jw_delta_peak,P,Jw,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,credible_95,0.84,0.98,True,clear_continuous_gradient,1.8,0.20099999999999998,-0.21149999999999997,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_V_vs_H_delta_peak,V,H,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,usable_90,0.49,0.91,True,clear_continuous_gradient,1.8,0.077,-0.0845,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_V_vs_Je_delta_peak,V,Je,strict_99,stable,False,usable_90,weak_or_none,True,decile,credible_95,weak_or_none,0.96,0.69,True,clear_continuous_gradient,1.0,0.18200000000000002,-0.1325,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_V_vs_Jw_delta_peak,V,Jw,strict_99,stable,False,weak_or_none,usable_90,True,decile,weak_or_none,strict_99,0.79,0.99,True,clear_continuous_gradient,1.75,0.177,-0.192,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_H_vs_Je_delta_peak,H,Je,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,usable_90,weak_or_none,0.94,0.51,True,clear_continuous_gradient,2.3,0.1005,-0.0875,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_H_vs_Jw_delta_peak,H,Jw,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,weak_or_none,0.83,0.57,True,clear_continuous_gradient,1.6,0.07199999999999998,-0.073,not_supported,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W045,W045_Je_vs_Jw_delta_peak,Je,Jw,strict_99,stable,False,weak_or_none,credible_95,True,decile,weak_or_none,strict_99,0.76,1.0,True,clear_continuous_gradient,1.8,0.15,-0.18449999999999997,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W081,W081_P_vs_V_delta_peak,P,V,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,credible_95,0.5,0.95,True,clear_continuous_gradient,0.9,0.10149999999999999,-0.137,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W081,W081_P_vs_H_delta_peak,P,H,strict_99,stable,False,weak_or_none,usable_90,False,decile,weak_or_none,strict_99,0.78,0.99,False,clear_continuous_gradient,1.2,0.012,-0.029500000000000005,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W081,W081_P_vs_Je_delta_peak,P,Je,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.696969696969697,0.8282828282828283,True,clear_continuous_gradient,1.5,0.10671793309984265,-0.12745545911375059,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W081,W081_P_vs_Jw_delta_peak,P,Jw,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.8282828282828283,0.8282828282828283,True,clear_continuous_gradient,1.4,0.16230904522613063,-0.1643793969849246,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W081,W081_V_vs_H_delta_peak,V,H,strict_99,stable,False,weak_or_none,weak_or_none,False,quintile,weak_or_none,usable_90,0.455,0.9,False,clear_continuous_gradient,1.0,0.0665,-0.10300000000000001,not_supported,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W081,W081_V_vs_Je_delta_peak,V,Je,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.8282828282828283,0.8585858585858586,True,clear_continuous_gradient,2.0,0.16581899395969749,-0.16386477843764274,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W081,W081_V_vs_Jw_delta_peak,V,Jw,strict_99,stable,False,usable_90,weak_or_none,True,quintile,credible_95,weak_or_none,0.964824120603015,0.6633165829145728,True,clear_continuous_gradient,1.6,0.184964824120603,-0.1494748743718593,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W081,W081_H_vs_Je_delta_peak,H,Je,strict_99,stable,False,weak_or_none,weak_or_none,True,quintile,weak_or_none,weak_or_none,0.898989898989899,0.5303030303030303,True,clear_continuous_gradient,1.5,0.13118877214354602,-0.10956804223135878,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W081,W081_H_vs_Jw_delta_peak,H,Jw,strict_99,stable,False,credible_95,weak_or_none,False,quintile,credible_95,weak_or_none,0.9798994974874372,0.4824120603015075,True,clear_continuous_gradient,1.9,0.12947989949748745,-0.10748994974874373,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W081,W081_Je_vs_Jw_delta_peak,Je,Jw,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,weak_or_none,weak_or_none,0.797979797979798,0.8282828282828283,True,clear_continuous_gradient,2.1,0.15454545454545454,-0.14393939393939395,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W113,W113_P_vs_V_delta_peak,P,V,strict_99,stable,False,usable_90,weak_or_none,True,decile,usable_90,usable_90,0.92,0.94,True,clear_continuous_gradient,2.1,0.209,-0.185,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W113,W113_P_vs_H_delta_peak,P,H,strict_99,stable,False,usable_90,weak_or_none,True,decile,credible_95,weak_or_none,0.96,0.74,True,clear_continuous_gradient,1.4,0.173,-0.11850000000000001,moderate_bootstrap_coupling_candidate,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W113,W113_P_vs_Je_delta_peak,P,Je,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,weak_or_none,usable_90,0.6060606060606061,0.9191919191919192,True,clear_continuous_gradient,1.2,0.09947236180904523,-0.13214824120603014,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W113,W113_P_vs_Jw_delta_peak,P,Jw,strict_99,stable,False,weak_or_none,usable_90,False,decile,weak_or_none,usable_90,0.6,0.93,False,clear_continuous_gradient,1.95,0.024,-0.05400000000000003,weak_bootstrap_coupling_hint,continuous_gradient_candidate,continuous_score_gradient,score bins show a continuous gradient in peak-time contrast/order probability,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W113,W113_V_vs_H_delta_peak,V,H,strict_99,stable,False,weak_or_none,weak_or_none,True,decile,usable_90,weak_or_none,0.94,0.81,True,clear_continuous_gradient,0.8,0.2,-0.18250000000000002,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W113,W113_V_vs_Je_delta_peak,V,Je,strict_99,stable,False,weak_or_none,credible_95,False,quintile,weak_or_none,credible_95,0.41708542713567837,0.9899497487437185,True,clear_continuous_gradient,1.8,0.09341708542713567,-0.15516331658291457,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W113,W113_Jw_vs_V_delta_peak,Jw,V,strict_99,stable,False,credible_95,weak_or_none,False,quartile,credible_95,weak_or_none,0.968,0.788,False,clear_continuous_gradient,1.9,0.044,-0.027500000000000004,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W113,W113_H_vs_Je_delta_peak,H,Je,strict_99,stable,False,weak_or_none,strict_99,False,tercile,weak_or_none,strict_99,0.7777777777777778,0.990990990990991,False,clear_continuous_gradient,1.6,0.024120603015075376,-0.06076633165829146,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W113,W113_Jw_vs_H_delta_peak,Jw,H,strict_99,stable,False,credible_95,usable_90,False,decile,credible_95,usable_90,0.98,0.91,False,clear_continuous_gradient,1.6,0.008999999999999985,-0.006,weak_bootstrap_coupling_hint,one_sided_locking_candidate,one_sided_order_locking,one score phase strongly locks an order while the opposite phase is weak/unresolved; indicates order sharpening/suppression rather than full reversal,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W113,W113_Je_vs_Jw_delta_peak,Je,Jw,strict_99,stable,False,weak_or_none,usable_90,False,quartile,weak_or_none,usable_90,0.4497991967871486,0.9196787148594378,True,clear_continuous_gradient,1.7,0.1069824120603015,-0.1265929648241206,weak_bootstrap_coupling_hint,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
W160,W160_P_vs_V_delta_peak,P,V,strict_99,stable,False,weak_or_none,weak_or_none,False,decile,usable_90,weak_or_none,0.9494949494949495,0.5353535353535354,True,clear_continuous_gradient,0.85,0.10293969849246232,-0.08445477386934674,not_supported,moderate_reversal_candidate,high_low_reversal,score quantiles show order reversal but support is moderate or quantile-sensitive; keep as candidate,refined bootstrap-space coupling diagnostic; not a physical year-type claim
