window,source,target,source_family,target_family,same_family_edge,tau,graph_entry,pcmci_graph_selected,val_matrix,p_matrix,edge_interpretation,direction_semantics,q_within_window,pcmci_plus_supported,support_rule
S1,P_main_band_share,V_strength,P,V,False,1,,False,0.00793760586058148,0.7570804047591635,lagged_direct_edge_control,source(t-tau)->target(t),0.8888910898690549,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_strength,P,V,False,2,,False,0.046647678713466145,0.06831231059511672,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_strength,P,V,False,3,,False,0.016485849677044657,0.5197497387925096,lagged_direct_edge_control,source(t-tau)->target(t),0.770298987451875,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_strength,P,V,False,4,,False,0.04009967825682671,0.11727470681017085,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_strength,P,V,False,5,,False,0.008555116300091155,0.739676493101242,lagged_direct_edge_control,source(t-tau)->target(t),0.8856295125870577,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_pos_centroid_lat,P,V,False,1,,False,-0.04522462077059152,0.07698908257860441,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_pos_centroid_lat,P,V,False,2,,False,0.030719504838283042,0.2307066737078164,lagged_direct_edge_control,source(t-tau)->target(t),0.6059386321953635,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_pos_centroid_lat,P,V,False,3,,False,-0.005749845447072614,0.8225373466191206,lagged_direct_edge_control,source(t-tau)->target(t),0.9192362219110637,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_pos_centroid_lat,P,V,False,4,,False,-0.000539889235467609,0.9831708968521171,lagged_direct_edge_control,source(t-tau)->target(t),0.9928414302637772,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_pos_centroid_lat,P,V,False,5,,False,0.047326404505402105,0.06438643671601782,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_NS_diff,P,V,False,1,,False,-0.035513744353419696,0.16597745565650046,lagged_direct_edge_control,source(t-tau)->target(t),0.5846989154628456,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_NS_diff,P,V,False,2,,False,0.03893746851799222,0.12828888626897922,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_NS_diff,P,V,False,3,,False,0.03609646533919994,0.15858681207383798,lagged_direct_edge_control,source(t-tau)->target(t),0.5787888681275624,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_NS_diff,P,V,False,4,,False,0.04321578594575071,0.09149021764875728,lagged_direct_edge_control,source(t-tau)->target(t),0.5761612552511544,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,V_NS_diff,P,V,False,5,,False,-0.018908356779082598,0.46001383970215304,lagged_direct_edge_control,source(t-tau)->target(t),0.7402521558425451,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,H_strength,P,H,False,1,,False,-0.023223172410648953,0.3643196045881336,lagged_direct_edge_control,source(t-tau)->target(t),0.6842099891045437,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,H_strength,P,H,False,2,,False,0.03290834860823891,0.19855790696811154,lagged_direct_edge_control,source(t-tau)->target(t),0.5891698973620265,False,graph_selected_and_window_BH_q_le_alpha
S1,P_main_band_share,H_strength,P,H,False,3,,False,0.027932124783551615,0.27535281361367203,lagged_direct_edge_control,source(t-tau)->target(t),0.6405446420141115,False,graph_selected_and_window_BH_q_le_alpha
