window_id,target_name,object_A,object_B,permutation_level,permutation_percentile,mode_stability_status,mode_pattern_corr_median,corr_score_Y,high_dominant_direction,high_dominant_probability,high_order_level,low_dominant_direction,low_dominant_probability,low_order_level,high_low_reversal_flag,best_group_order_level,top1_year,top1_fraction_of_total_abs_leverage,top3_fraction_of_total_abs_leverage,extreme_year_dominated_flag,evidence_level,recommended_interpretation,interpretation_boundary
W160,W160_P_vs_V_delta_peak,P,V,strict_99,1.0,stable,0.9295850282040675,0.29343182933158607,P_earlier,0.8982035928143712,weak_or_none,P_earlier,0.5542168674698795,weak_or_none,False,weak_or_none,1986,0.06409904105590636,0.16835555682117503,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W160,W160_P_vs_H_delta_peak,P,H,strict_99,1.0,stable,0.9319607138561214,0.3533449089618572,H_earlier,0.46407185628742514,weak_or_none,H_earlier,0.7627627627627628,weak_or_none,False,weak_or_none,1990,0.0805572255120776,0.19899866616838774,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W160,W160_P_vs_Je_delta_peak,P,Je,strict_99,1.0,stable,0.9681465913271452,0.4941283939407963,P_earlier,0.9401197604790419,usable_90,P_earlier,0.6966966966966966,weak_or_none,False,usable_90,2018,0.05667233710580065,0.15831157257168865,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W160,W160_P_vs_Jw_delta_peak,P,Jw,strict_99,1.0,stable,0.9608384744536995,0.46077766830218053,P_earlier,0.5089820359281437,weak_or_none,Jw_earlier,0.8102409638554217,weak_or_none,True,weak_or_none,2013,0.063769094584475,0.1749242132389119,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W160,W160_V_vs_H_delta_peak,V,H,strict_99,1.0,stable,0.9510873106886798,0.3473493347596021,H_earlier,0.5359281437125748,weak_or_none,H_earlier,0.8258258258258259,weak_or_none,False,weak_or_none,1986,0.05595780628721768,0.1635115326672952,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W160,W160_V_vs_Je_delta_peak,V,Je,strict_99,1.0,stable,0.9734419616447133,0.4920794633878059,V_earlier,0.8293413173652695,weak_or_none,Je_earlier,0.5525525525525525,weak_or_none,True,weak_or_none,1986,0.05285648384198898,0.14621050870959823,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W160,W160_Jw_vs_V_delta_peak,Jw,V,strict_99,1.0,stable,0.9550344682204015,0.42774163892251665,Jw_earlier,0.8258258258258259,weak_or_none,Jw_earlier,0.540785498489426,weak_or_none,False,weak_or_none,2013,0.052461443213469086,0.14869138186768968,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W160,W160_H_vs_Je_delta_peak,H,Je,strict_99,1.0,stable,0.9366878531791374,0.3653104438786924,H_earlier,0.9550898203592815,credible_95,H_earlier,0.5675675675675675,weak_or_none,False,credible_95,1995,0.0698448004864505,0.17743684174296134,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W160,W160_H_vs_Jw_delta_peak,H,Jw,strict_99,1.0,stable,0.9629023426604423,0.4402530532276265,H_earlier,0.6726726726726727,weak_or_none,Jw_earlier,0.7921686746987951,weak_or_none,True,weak_or_none,2022,0.0804642315900164,0.21302771162589304,False,weak_bootstrap_coupling_hint,weak bootstrap-space coupling hint; keep as diagnostic only,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
W160,W160_Je_vs_Jw_delta_peak,Je,Jw,strict_99,1.0,stable,0.9568667056900995,0.4103800334867875,Jw_earlier,0.5688622754491018,weak_or_none,Jw_earlier,0.8851963746223565,weak_or_none,False,weak_or_none,2022,0.07553911214649899,0.19789412974322815,False,not_supported,no interpretable bootstrap-space coupling under current gates,bootstrap-space coupling diagnostic; bootstrap samples are not independent physical years
