window_id,target_name,object_A,object_B,n_score_bins,delta_gradient_slope,A_earlier_gradient_slope,B_earlier_gradient_slope,delta_monotonicity_score,A_earlier_monotonicity_score,B_earlier_monotonicity_score,gradient_status
W160,W160_P_vs_V_delta_peak,P,V,5,0.85,0.10293969849246232,-0.08445477386934674,0.9746794344808964,0.9999999999999998,-0.9999999999999998,clear_continuous_gradient
W160,W160_P_vs_H_delta_peak,P,H,5,0.9,0.079,-0.0885,0.9746794344808964,0.9999999999999998,-0.9999999999999998,clear_continuous_gradient
W160,W160_P_vs_Je_delta_peak,P,Je,5,1.1,0.073,-0.0595,0.9999999999999998,0.9999999999999998,-0.9999999999999998,clear_continuous_gradient
W160,W160_P_vs_Jw_delta_peak,P,Jw,5,2.5,0.10278140703517588,-0.11588944723618093,0.9999999999999998,0.9999999999999998,-0.9999999999999998,clear_continuous_gradient
W160,W160_V_vs_H_delta_peak,V,H,5,1.6,0.07446733668341708,-0.09103768844221104,0.9999999999999998,0.8999999999999998,-0.9746794344808964,clear_continuous_gradient
W160,W160_V_vs_Je_delta_peak,V,Je,5,1.6,0.16988442211055277,-0.13742964824120601,0.9999999999999998,0.9999999999999998,-0.9999999999999998,clear_continuous_gradient
W160,W160_Jw_vs_V_delta_peak,Jw,V,5,2.3,0.08975376884422111,-0.08327386934673367,0.9999999999999998,0.9999999999999998,-0.9999999999999998,clear_continuous_gradient
W160,W160_H_vs_Je_delta_peak,H,Je,5,1.3000000000000003,0.11499999999999999,-0.10699999999999998,0.5270462766947299,0.8999999999999998,-0.8999999999999998,partial_gradient
W160,W160_H_vs_Jw_delta_peak,H,Jw,5,2.1,0.13748241206030148,-0.14505276381909546,0.9999999999999998,0.9999999999999998,-0.9999999999999998,clear_continuous_gradient
W160,W160_Je_vs_Jw_delta_peak,Je,Jw,5,2.6,0.0956030150753769,-0.10316834170854272,0.9999999999999998,0.9999999999999998,-0.9999999999999998,clear_continuous_gradient
