scope,object,config_id,window_id,start_day,end_day,center_day,main_peak_day,n_member_points,member_candidate_ids,max_member_bootstrap_match_fraction,merge_reason,protected_split_flag,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
P_only,P,MATCH_RADIUS_1_4_7,W001,16,20,18,18,1,CP001,0.756,non_overlap,False,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,MATCH_RADIUS_1_4_7,W002,32,36,34,34,1,CP002,0.587,non_overlap,False,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,MATCH_RADIUS_1_4_7,W003,38,48,43,45,1,CP003,0.951,non_overlap,False,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,MATCH_RADIUS_1_4_7,W004,63,67,65,65,1,CP004,0.78,non_overlap,False,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,MATCH_RADIUS_1_4_7,W005,74,91,82,82,1,CP005,0.824,non_overlap,False,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,MATCH_RADIUS_1_4_7,W006,93,97,95,95,1,CP006,0.615,non_overlap,False,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,MATCH_RADIUS_1_4_7,W007,110,116,113,113,1,CP007,0.908,non_overlap,False,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,MATCH_RADIUS_1_4_7,W008,124,128,126,126,1,CP008,0.803,non_overlap,False,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,MATCH_RADIUS_1_4_7,W009,136,140,138,138,1,CP009,0.846,non_overlap,False,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
P_only,P,MATCH_RADIUS_1_4_7,W010,153,161,157,158,1,CP010,0.889,final_group,False,bootstrap_match_radius,strict_match/match/near,1/4/7,baseline_smooth9,D:\easm_project01\foundation\V1\outputs\baseline_a\preprocess\smoothed_fields.npz,run
