lineage_id,lineage_day,lineage_status,lineage_strict_accepted_flag,object_a,object_b,sensitivity_group,n_configs,n_valid_configs,baseline_order_tau2,n_same_as_reference_tau2,n_order_changed_tau2,n_reversed_order_tau2,n_near_tie_tau2,frac_same_order_tau2,frac_reversed_order_tau2,frac_near_tie_tau2,frac_missing,order_stability_class_tau2
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,baseline,1,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,bootstrap_match_radius,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,candidate_band,6,6,A_BEFORE_B,6,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,detector_penalty,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,detector_width,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,local_peak_distance,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,smooth5_bootstrap_match_radius,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,smooth5_candidate_band,6,6,A_BEFORE_B,6,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,smooth5_detector_penalty,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,smooth5_detector_width,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,smooth5_local_peak_distance,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,smooth5_window_merge,5,5,A_BEFORE_B,5,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,smooth_input,1,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,H,Jw,window_merge,5,5,A_BEFORE_B,5,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,baseline,1,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,bootstrap_match_radius,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,candidate_band,6,6,A_BEFORE_B,6,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,detector_penalty,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,detector_width,2,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.5,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,local_peak_distance,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,smooth5_bootstrap_match_radius,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,smooth5_candidate_band,6,6,A_BEFORE_B,6,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,smooth5_detector_penalty,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,smooth5_detector_width,2,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.5,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,smooth5_local_peak_distance,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,smooth5_window_merge,5,5,A_BEFORE_B,5,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,smooth_input,1,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,Je,Jw,window_merge,5,5,A_BEFORE_B,5,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,H,baseline,1,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,H,bootstrap_match_radius,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,H,candidate_band,6,6,NEAR_TIE,6,0,0,6,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,H,detector_penalty,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,H,detector_width,2,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.5,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,H,local_peak_distance,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,H,smooth5_bootstrap_match_radius,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,H,smooth5_candidate_band,6,6,NEAR_TIE,6,0,0,6,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,H,smooth5_detector_penalty,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,H,smooth5_detector_width,2,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.5,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,H,smooth5_local_peak_distance,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,H,smooth5_window_merge,5,5,NEAR_TIE,5,0,0,5,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,H,smooth_input,1,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,H,window_merge,5,5,NEAR_TIE,5,0,0,5,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,baseline,1,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,bootstrap_match_radius,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,candidate_band,6,6,NEAR_TIE,6,0,0,6,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,detector_penalty,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,detector_width,2,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.5,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,local_peak_distance,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,smooth5_bootstrap_match_radius,2,2,B_BEFORE_A,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,smooth5_candidate_band,6,6,B_BEFORE_A,6,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,smooth5_detector_penalty,2,2,B_BEFORE_A,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,smooth5_detector_width,2,1,B_BEFORE_A,0,1,0,1,0.0,0.0,1.0,0.5,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,smooth5_local_peak_distance,2,2,B_BEFORE_A,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,smooth5_window_merge,5,5,B_BEFORE_A,5,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,smooth_input,1,1,NEAR_TIE,0,1,0,0,0.0,0.0,0.0,0.0,ORDER_CONFIG_SENSITIVE
J096_W004,96,derived_non_strict_candidate_window,False,P,Je,window_merge,5,5,NEAR_TIE,5,0,0,5,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,baseline,1,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,bootstrap_match_radius,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,candidate_band,6,6,A_BEFORE_B,6,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,detector_penalty,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,detector_width,2,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.5,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,local_peak_distance,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,smooth5_bootstrap_match_radius,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,smooth5_candidate_band,6,6,A_BEFORE_B,6,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,smooth5_detector_penalty,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,smooth5_detector_width,2,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.5,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,smooth5_local_peak_distance,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,smooth5_window_merge,5,5,A_BEFORE_B,5,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,smooth_input,1,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,Jw,window_merge,5,5,A_BEFORE_B,5,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,P,V,baseline,1,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,V,bootstrap_match_radius,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,V,candidate_band,6,6,NEAR_TIE,6,0,0,6,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,V,detector_penalty,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,V,detector_width,2,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.5,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,V,local_peak_distance,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,V,smooth5_bootstrap_match_radius,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,V,smooth5_candidate_band,6,6,NEAR_TIE,6,0,0,6,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,V,smooth5_detector_penalty,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,V,smooth5_detector_width,2,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.5,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,V,smooth5_local_peak_distance,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,V,smooth5_window_merge,5,5,NEAR_TIE,5,0,0,5,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,V,smooth_input,1,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,P,V,window_merge,5,5,NEAR_TIE,5,0,0,5,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,baseline,1,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,bootstrap_match_radius,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,candidate_band,6,6,NEAR_TIE,6,0,0,6,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,detector_penalty,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,detector_width,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,local_peak_distance,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,smooth5_bootstrap_match_radius,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,smooth5_candidate_band,6,6,NEAR_TIE,6,0,0,6,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,smooth5_detector_penalty,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,smooth5_detector_width,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,smooth5_local_peak_distance,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,smooth5_window_merge,5,5,NEAR_TIE,5,0,0,5,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,smooth_input,1,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,H,window_merge,5,5,NEAR_TIE,5,0,0,5,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,baseline,1,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,bootstrap_match_radius,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,candidate_band,6,6,NEAR_TIE,6,0,0,6,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,detector_penalty,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,detector_width,2,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.5,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,local_peak_distance,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,smooth5_bootstrap_match_radius,2,2,B_BEFORE_A,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,smooth5_candidate_band,6,6,B_BEFORE_A,6,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,smooth5_detector_penalty,2,2,B_BEFORE_A,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,smooth5_detector_width,2,1,B_BEFORE_A,0,1,0,1,0.0,0.0,1.0,0.5,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,smooth5_local_peak_distance,2,2,B_BEFORE_A,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,smooth5_window_merge,5,5,B_BEFORE_A,5,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,smooth_input,1,1,NEAR_TIE,0,1,0,0,0.0,0.0,0.0,0.0,ORDER_CONFIG_SENSITIVE
J096_W004,96,derived_non_strict_candidate_window,False,V,Je,window_merge,5,5,NEAR_TIE,5,0,0,5,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,baseline,1,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,bootstrap_match_radius,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,candidate_band,6,6,A_BEFORE_B,6,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,detector_penalty,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,detector_width,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,local_peak_distance,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,smooth5_bootstrap_match_radius,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,smooth5_candidate_band,6,6,A_BEFORE_B,6,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,smooth5_detector_penalty,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,smooth5_detector_width,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,smooth5_local_peak_distance,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,smooth5_window_merge,5,5,A_BEFORE_B,5,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,smooth_input,1,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J096_W004,96,derived_non_strict_candidate_window,False,V,Jw,window_merge,5,5,A_BEFORE_B,5,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,baseline,1,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,bootstrap_match_radius,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,candidate_band,6,6,A_BEFORE_B,6,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,detector_penalty,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,detector_width,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,local_peak_distance,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,smooth5_bootstrap_match_radius,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,smooth5_candidate_band,6,6,A_BEFORE_B,6,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,smooth5_detector_penalty,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,smooth5_detector_width,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,smooth5_local_peak_distance,2,2,A_BEFORE_B,2,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,smooth5_window_merge,5,5,A_BEFORE_B,5,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,smooth_input,1,1,A_BEFORE_B,1,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Je,window_merge,5,5,A_BEFORE_B,5,0,0,0,1.0,0.0,0.0,0.0,ORDER_STABLE
J132_W006,132,derived_non_strict_candidate_window,False,H,Jw,baseline,1,1,NEAR_TIE,1,0,0,1,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J132_W006,132,derived_non_strict_candidate_window,False,H,Jw,bootstrap_match_radius,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J132_W006,132,derived_non_strict_candidate_window,False,H,Jw,candidate_band,6,6,NEAR_TIE,6,0,0,6,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J132_W006,132,derived_non_strict_candidate_window,False,H,Jw,detector_penalty,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J132_W006,132,derived_non_strict_candidate_window,False,H,Jw,detector_width,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J132_W006,132,derived_non_strict_candidate_window,False,H,Jw,local_peak_distance,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J132_W006,132,derived_non_strict_candidate_window,False,H,Jw,smooth5_bootstrap_match_radius,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J132_W006,132,derived_non_strict_candidate_window,False,H,Jw,smooth5_candidate_band,6,6,NEAR_TIE,6,0,0,6,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J132_W006,132,derived_non_strict_candidate_window,False,H,Jw,smooth5_detector_penalty,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J132_W006,132,derived_non_strict_candidate_window,False,H,Jw,smooth5_detector_width,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J132_W006,132,derived_non_strict_candidate_window,False,H,Jw,smooth5_local_peak_distance,2,2,NEAR_TIE,2,0,0,2,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
J132_W006,132,derived_non_strict_candidate_window,False,H,Jw,smooth5_window_merge,5,5,NEAR_TIE,5,0,0,5,1.0,0.0,1.0,0.0,ORDER_NEAR_TIE_DOMINATED
