window_id,day,detector_score,score_valid,object
W045,0,,False,P
W045,1,,False,P
W045,2,,False,P
W045,3,,False,P
W045,4,,False,P
W045,5,,False,P
W045,6,,False,P
W045,7,,False,P
W045,8,,False,P
W045,9,,False,P
W045,10,,False,P
W045,11,,False,P
W045,12,,False,P
W045,13,,False,P
W045,14,4.400409339837881,True,P
W045,15,4.624876231128891,True,P
W045,16,4.633617612722337,True,P
W045,17,4.596128332582877,True,P
W045,18,4.698734265329099,True,P
W045,19,4.627286357049675,True,P
W045,20,4.0901604217348435,True,P
W045,21,3.411590916371882,True,P
W045,22,3.0920880814504024,True,P
W045,23,2.919192172430031,True,P
W045,24,2.9757658785910523,True,P
W045,25,3.4490179645195065,True,P
W045,26,4.294728687263761,True,P
W045,27,5.253232844084997,True,P
W045,28,6.174662722672269,True,P
W045,29,7.100196860497216,True,P
W045,30,8.389789530196829,True,P
W045,31,9.815016554538133,True,P
W045,32,11.145659761972743,True,P
W045,33,12.462368205611261,True,P
W045,34,13.170076876576445,True,P
W045,35,13.114661530740165,True,P
W045,36,13.15575449419936,True,P
W045,37,13.809761551829801,True,P
W045,38,15.011627201822623,True,P
W045,39,17.080891456966242,True,P
W045,40,19.606601774515653,True,P
W045,41,21.79119492278679,True,P
W045,42,23.51065727098314,True,P
W045,43,24.99091024803176,True,P
W045,44,26.249595777159243,True,P
W045,45,26.563465838769993,True,P
W045,46,24.791612115879776,True,P
W045,47,20.931446314397853,True,P
W045,48,16.08892037930392,True,P
W045,49,11.20824222418974,True,P
W045,50,7.393165815863778,True,P
W045,51,4.783355078776255,True,P
W045,52,2.8933462785328246,True,P
W045,53,1.7931582192807323,True,P
W045,54,1.5953803456584774,True,P
W045,55,2.0799144253422295,True,P
W045,56,2.9928667429706213,True,P
W045,57,3.7408248717407524,True,P
W045,58,4.206564344173297,True,P
W045,59,4.748904709708889,True,P
W045,60,,False,P
W045,61,,False,P
W045,62,,False,P
W045,63,,False,P
W045,64,,False,P
W045,65,,False,P
W045,66,,False,P
W045,67,,False,P
W045,68,,False,P
W045,69,,False,P
W045,0,,False,V
W045,1,,False,V
W045,2,,False,V
W045,3,,False,V
W045,4,,False,V
W045,5,,False,V
W045,6,,False,V
W045,7,,False,V
W045,8,,False,V
W045,9,,False,V
W045,10,,False,V
W045,11,,False,V
W045,12,,False,V
W045,13,,False,V
W045,14,4.689069360033319,True,V
W045,15,5.101033195704611,True,V
W045,16,5.335538519795408,True,V
W045,17,5.272810501572227,True,V
W045,18,4.950908114829897,True,V
W045,19,4.3845330545052486,True,V
W045,20,3.797568801469305,True,V
W045,21,3.4946978650071223,True,V
W045,22,3.5091585762373683,True,V
W045,23,3.692783586566124,True,V
W045,24,3.942859910022266,True,V
W045,25,4.265022094404673,True,V
W045,26,4.738527422782342,True,V
W045,27,5.312876198471043,True,V
W045,28,5.957652183946038,True,V
W045,29,6.6102859603440285,True,V
W045,30,6.941599316355871,True,V
W045,31,6.741751054745135,True,V
W045,32,6.23685485209638,True,V
W045,33,5.74252157315015,True,V
W045,34,5.488306559140682,True,V
W045,35,5.5231952285900725,True,V
W045,36,5.97766501711585,True,V
W045,37,6.867710033578259,True,V
W045,38,8.126451448039939,True,V
W045,39,9.79089190044655,True,V
W045,40,11.723371554917993,True,V
W045,41,13.619042058255335,True,V
W045,42,15.454294380933383,True,V
W045,43,17.17299025462375,True,V
W045,44,18.575540197036105,True,V
W045,45,19.235007755373612,True,V
W045,46,18.753834070287763,True,V
W045,47,17.231841496314843,True,V
W045,48,15.223386141224116,True,V
W045,49,13.123626056626083,True,V
W045,50,10.972375391612863,True,V
W045,51,8.69287070272132,True,V
W045,52,6.349150896157054,True,V
W045,53,4.260674462028415,True,V
W045,54,2.7155623208435875,True,V
W045,55,1.9209870931078865,True,V
W045,56,1.7768464571194142,True,V
W045,57,2.0186809542074986,True,V
W045,58,2.4136398197494975,True,V
W045,59,2.9836851507702806,True,V
W045,60,,False,V
W045,61,,False,V
W045,62,,False,V
W045,63,,False,V
W045,64,,False,V
W045,65,,False,V
W045,66,,False,V
W045,67,,False,V
W045,68,,False,V
W045,69,,False,V
W045,0,,False,H
W045,1,,False,H
W045,2,,False,H
W045,3,,False,H
W045,4,,False,H
W045,5,,False,H
W045,6,,False,H
W045,7,,False,H
W045,8,,False,H
W045,9,,False,H
W045,10,,False,H
W045,11,,False,H
W045,12,,False,H
W045,13,,False,H
W045,14,13.485844807453383,True,H
W045,15,14.658745903228548,True,H
W045,16,15.758662787648024,True,H
W045,17,16.707266075316635,True,H
W045,18,17.550833454525677,True,H
W045,19,18.08402735192542,True,H
W045,20,17.76800036369331,True,H
W045,21,16.442538537983282,True,H
W045,22,14.61782147815967,True,H
W045,23,12.813381443550638,True,H
W045,24,11.139045042133596,True,H
W045,25,9.735758200987881,True,H
W045,26,8.643750231614934,True,H
W045,27,7.887581806376361,True,H
W045,28,7.452971374901028,True,H
W045,29,7.391740557848151,True,H
W045,30,7.748701945639219,True,H
W045,31,8.376155020388756,True,H
W045,32,9.05635146451737,True,H
W045,33,9.65073110730752,True,H
W045,34,10.048112697425328,True,H
W045,35,10.10918859242761,True,H
W045,36,9.766157573926874,True,H
W045,37,8.994747711942265,True,H
W045,38,7.824404603741401,True,H
W045,39,6.339217246253232,True,H
W045,40,4.76587438338236,True,H
W045,41,3.3780985969383193,True,H
W045,42,2.2921681004408727,True,H
W045,43,1.4852926382610656,True,H
W045,44,0.94827276664101,True,H
W045,45,0.6708649510050593,True,H
W045,46,0.5746600176411749,True,H
W045,47,0.5764487734934733,True,H
W045,48,0.6542623819586404,True,H
W045,49,0.8484935139938596,True,H
W045,50,1.168880632324901,True,H
W045,51,1.5143388854078481,True,H
W045,52,1.8277777592836175,True,H
W045,53,2.168576863630527,True,H
W045,54,2.5403301870463695,True,H
W045,55,2.853548327958142,True,H
W045,56,3.029478959876314,True,H
W045,57,3.066305324426809,True,H
W045,58,2.9855063606041794,True,H
W045,59,2.828793291951,True,H
W045,60,,False,H
W045,61,,False,H
W045,62,,False,H
W045,63,,False,H
W045,64,,False,H
W045,65,,False,H
W045,66,,False,H
W045,67,,False,H
W045,68,,False,H
W045,69,,False,H
W045,0,,False,Je
W045,1,,False,Je
W045,2,,False,Je
W045,3,,False,Je
W045,4,,False,Je
W045,5,,False,Je
W045,6,,False,Je
W045,7,,False,Je
W045,8,,False,Je
W045,9,,False,Je
W045,10,,False,Je
W045,11,,False,Je
W045,12,,False,Je
W045,13,,False,Je
W045,14,3.1315916424411308,True,Je
W045,15,3.274745660215383,True,Je
W045,16,3.4842999953967704,True,Je
W045,17,3.728576877184414,True,Je
W045,18,3.993478589130883,True,Je
