window_id,year,mode,pc_score
W045,1979,1,-0.6119084927950724
W045,1980,1,0.4233571301317977
W045,1981,1,-0.5930634085211349
W045,1982,1,-0.7620173938791295
W045,1983,1,1.0030580858352518
W045,1984,1,-0.990475243847577
W045,1985,1,-0.5390786458495339
W045,1986,1,-0.26043912544986403
W045,1987,1,0.7417573251944894
W045,1988,1,0.04798962003257435
W045,1989,1,-0.5644821249096217
W045,1990,1,-0.22423989615428305
W045,1991,1,1.1251381320481582
W045,1992,1,-0.8042366828879267
W045,1993,1,-0.19984858480872478
W045,1994,1,0.2597126414217747
W045,1995,1,0.30860230776034997
W045,1996,1,-0.9421916351713029
W045,1997,1,-0.6041094820005737
W045,1998,1,1.7224369373308972
W045,1999,1,-0.49411515264047345
W045,2000,1,-1.1130260793793996
W045,2001,1,-0.33796026485003455
W045,2002,1,0.22005862891445777
W045,2003,1,0.3403171478355662
W045,2004,1,0.17261017038871615
W045,2005,1,0.13380682921244083
W045,2006,1,0.029595590152802175
W045,2007,1,-0.6226958782275116
W045,2008,1,-0.7711982865450704
W045,2009,1,-0.9742422099796194
W045,2010,1,0.493525711878141
W045,2011,1,-0.3443915366708217
W045,2012,1,-0.4511704141926975
W045,2013,1,-0.4812344279601211
W045,2014,1,-0.06232404789191255
W045,2015,1,0.6169497652409114
W045,2016,1,1.4652412434520952
W045,2017,1,0.24527176061700862
W045,2018,1,1.1967643037143199
W045,2019,1,0.43090410973867044
W045,2020,1,0.24441017592095782
W045,2021,1,0.7950310650557759
W045,2022,1,-0.09398476633918423
W045,2023,1,0.8258950990744287
W045,1979,2,-0.23734528162371965
W045,1980,2,0.2928064162258816
W045,1981,2,-0.5442983227490711
W045,1982,2,-0.522678929135404
W045,1983,2,-0.018762243438574123
W045,1984,2,0.34819597691781906
W045,1985,2,-0.8720518855567284
W045,1986,2,0.10560192497781337
W045,1987,2,0.1568543198347556
W045,1988,2,-0.2932884816776719
W045,1989,2,0.41220956846212825
W045,1990,2,-0.13277440933044812
W045,1991,2,1.554012113447799
W045,1992,2,-1.3650661403794826
W045,1993,2,-0.8160391160566857
W045,1994,2,0.2849704726028904
W045,1995,2,1.0396558702830678
W045,1996,2,0.4613595049785732
W045,1997,2,-1.575332097376175
W045,1998,2,-1.1373293413682508
W045,1999,2,1.1497255991651474
W045,2000,2,1.1200254807196923
W045,2001,2,0.13003290920424485
W045,2002,2,-0.8733294923861012
W045,2003,2,-0.9583445286881778
W045,2004,2,-0.2028552854069472
W045,2005,2,-0.37324675136445307
W045,2006,2,-0.045830736540045755
W045,2007,2,0.2483881967599604
W045,2008,2,0.4656890814248793
W045,2009,2,0.16142667730571408
W045,2010,2,-0.15029062253887251
W045,2011,2,-0.2822452424508575
W045,2012,2,0.17074498693157533
W045,2013,2,0.868888801848526
W045,2014,2,0.402855313160134
W045,2015,2,0.29654379279241233
W045,2016,2,-0.08034541736914082
W045,2017,2,-0.0792925733256504
W045,2018,2,-0.002746653701529869
W045,2019,2,0.3838899375055328
W045,2020,2,-0.4647519594673088
W045,2021,2,0.4047750026831385
W045,2022,2,0.2019122194060939
W045,2023,2,0.3676813452935398
W045,1979,3,0.6317171738228757
W045,1980,3,-0.45883592333828865
W045,1981,3,0.53709819134817
W045,1982,3,-0.7477584595225136
W045,1983,3,1.0054379079943376
W045,1984,3,0.006192377642367055
W045,1985,3,-0.14886949440121672
W045,1986,3,1.1389157412580089
W045,1987,3,-0.09201989435187626
W045,1988,3,-0.8022216580640673
W045,1989,3,-0.626918270541446
W045,1990,3,-0.07245941483198977
W045,1991,3,-0.6262696166235654
W045,1992,3,0.015763066266999234
W045,1993,3,-0.15038336559078994
W045,1994,3,0.20010906399433157
W045,1995,3,1.29833181353713
W045,1996,3,-0.6439227666503033
W045,1997,3,-0.18947246498140055
W045,1998,3,0.1272263037100449
W045,1999,3,0.4675424784208045
W045,2000,3,-0.009650949113290747
W045,2001,3,-0.008561693659134522
W045,2002,3,0.7271309477395321
W045,2003,3,1.039100402296449
W045,2004,3,-0.1595866462449012
W045,2005,3,0.15658486455024015
W045,2006,3,-0.22835146276286616
W045,2007,3,0.04759346248205994
W045,2008,3,0.2962086343678786
W045,2009,3,0.37864102165443564
W045,2010,3,0.6130119706073157
W045,2011,3,-1.0517644894267435
W045,2012,3,0.6570311139018761
W045,2013,3,-0.27681647982322416
W045,2014,3,0.14081662863629077
W045,2015,3,-0.8863602484626262
W045,2016,3,0.028733048202329515
W045,2017,3,-0.23839989835680647
W045,2018,3,-0.002439549448372098
W045,2019,3,0.40174493750888535
W045,2020,3,-1.7397625804277275
W045,2021,3,-1.162993374691623
W045,2022,3,0.18380850420075245
W045,2023,3,0.2250790471716613
W045,1979,4,-0.5812550680851711
W045,1980,4,-0.027740416976950674
W045,1981,4,-0.1606411111346611
W045,1982,4,0.08980105553151983
W045,1983,4,-0.1646390513349057
W045,1984,4,0.3699876284209359
W045,1985,4,1.5373783446694795
W045,1986,4,-0.04367683353562433
W045,1987,4,-0.1725949411501976
W045,1988,4,0.03927981587450224
W045,1989,4,0.2960243448001902
W045,1990,4,0.1951785495170455
W045,1991,4,0.24408353554531345
W045,1992,4,-0.3966136245477872
W045,1993,4,-0.46187978132304164
W045,1994,4,0.19137018850384654
W045,1995,4,-0.43848115826040696
W045,1996,4,-0.7142516043634823
W045,1997,4,-0.23593850262501959
W045,1998,4,0.5072178501980912
W045,1999,4,0.872422222084977
W045,2000,4,-0.3449369379956873
W045,2001,4,-0.44775247491393966
W045,2002,4,0.1909618508308553
W045,2003,4,0.020095917420792867
W045,2004,4,0.27973258079770963
W045,2005,4,-0.11926310909671378
W045,2006,4,0.43216458991389217
W045,2007,4,-0.5712545006462708
W045,2008,4,0.6442019073523723
W045,2009,4,1.3035303232961395
W045,2010,4,-0.5958610018563671
W045,2011,4,0.03602469716296758
W045,2012,4,0.17841682217898558
W045,2013,4,-0.4262704219292017
W045,2014,4,-0.1493602028392456
W045,2015,4,-0.03939818823551612
W045,2016,4,-0.3027015210531507
W045,2017,4,-0.5516341652163882
W045,2018,4,0.9706400112854974
W045,2019,4,-0.737865731245272
W045,2020,4,-0.7740786582870632
W045,2021,4,0.6471674289566903
W045,2022,4,-0.3594467071261499
W045,2023,4,-0.22814395056357195
W081,1979,1,-0.8299083506087334
W081,1980,1,0.67404712689499
W081,1981,1,0.2446297866426141
W081,1982,1,-1.7394023601898532
W081,1983,1,-0.5091553518885537
W081,1984,1,0.02802068982974154
W081,1985,1,-0.6553293572437696
W081,1986,1,-0.631818303583929
W081,1987,1,0.3656280183404618
W081,1988,1,0.2966878784468567
W081,1989,1,0.14767273499622904
W081,1990,1,0.12957915804795836
W081,1991,1,1.3948012981044218
W081,1992,1,-1.944616559889878
W081,1993,1,-0.5516929567705557
W081,1994,1,0.2176952945255705
W081,1995,1,-0.03564041387007085
W081,1996,1,0.3755878076575713
W081,1997,1,-1.4819437560880098
W081,1998,1,0.7721021298905323
W081,1999,1,0.3814363016129209
W081,2000,1,0.19197491729832059
W081,2001,1,-0.007843082425508527
W081,2002,1,-0.7155145051047025
W081,2003,1,-0.762818167807418
W081,2004,1,-0.3676242946987482
W081,2005,1,-0.12920236635738644
W081,2006,1,0.19248648598575033
W081,2007,1,-0.3116939458401097
W081,2008,1,-0.17601264357185137
W081,2009,1,-0.170773135101886
W081,2010,1,-0.3791495917370439
W081,2011,1,0.5133556416063214
W081,2012,1,-0.3262427407487604
W081,2013,1,1.2990352675727266
W081,2014,1,-0.42956422291722696
W081,2015,1,0.6252045677245123
W081,2016,1,1.0620279767320964
W081,2017,1,-0.26576224565656514
W081,2018,1,1.0645203070508085
W081,2019,1,-0.4215432097162441
W081,2020,1,0.7406455141408386
W081,2021,1,1.2624036891127681
W081,2022,1,0.086017678485559
W081,2023,1,0.7776912911173027
W081,1979,2,0.13756712523694473
W081,1980,2,0.5359103144363861
W081,1981,2,-1.1719819798316913
W081,1982,2,0.6016469687423662
W081,1983,2,1.3133453049387862
