window_id,year,mode,phase_group,pc_score,grouping_method,phase_group_size
W113,1997,3,PC_mid,0.1083018634523785,tercile_pc_phase_group,15
W113,1998,3,PC_high,0.6258228437689224,tercile_pc_phase_group,15
W113,1999,3,PC_high,0.8659242236445713,tercile_pc_phase_group,15
W113,2000,3,PC_high,0.5066976855658241,tercile_pc_phase_group,15
W113,2001,3,PC_mid,-0.19405370468656713,tercile_pc_phase_group,15
W113,2002,3,PC_mid,0.014708961545991519,tercile_pc_phase_group,15
W113,2003,3,PC_mid,0.0009014718635045779,tercile_pc_phase_group,15
W113,2004,3,PC_low,-0.3863149347313861,tercile_pc_phase_group,15
W113,2005,3,PC_high,0.4598879201037651,tercile_pc_phase_group,15
W113,2006,3,PC_low,-0.5979467528416718,tercile_pc_phase_group,15
W113,2007,3,PC_low,-0.6814369169999628,tercile_pc_phase_group,15
W113,2008,3,PC_high,0.379656567066069,tercile_pc_phase_group,15
W113,2009,3,PC_high,0.4059012526885834,tercile_pc_phase_group,15
W113,2010,3,PC_low,-0.4297943573658109,tercile_pc_phase_group,15
W113,2011,3,PC_mid,0.31170800127222353,tercile_pc_phase_group,15
W113,2012,3,PC_mid,-0.214258009155738,tercile_pc_phase_group,15
W113,2013,3,PC_low,-0.5777361825363075,tercile_pc_phase_group,15
W113,2014,3,PC_high,0.7757351362269829,tercile_pc_phase_group,15
W113,2015,3,PC_mid,0.2260091054648814,tercile_pc_phase_group,15
W113,2016,3,PC_low,-0.9989599509806398,tercile_pc_phase_group,15
W113,2017,3,PC_high,0.4848475218150836,tercile_pc_phase_group,15
W113,2018,3,PC_mid,-0.09040550363555917,tercile_pc_phase_group,15
W113,2019,3,PC_low,-0.46558914305641225,tercile_pc_phase_group,15
W113,2020,3,PC_low,-0.584977024971017,tercile_pc_phase_group,15
W113,2021,3,PC_high,1.978477354958113,tercile_pc_phase_group,15
W113,2022,3,PC_low,-1.0069124026756529,tercile_pc_phase_group,15
W113,2023,3,PC_mid,-0.003743717560447361,tercile_pc_phase_group,15
W160,1979,1,PC_low,-0.5413262935992864,tercile_pc_phase_group,15
W160,1980,1,PC_high,0.49037048472969413,tercile_pc_phase_group,15
W160,1981,1,PC_low,-0.7438372740807176,tercile_pc_phase_group,15
W160,1982,1,PC_low,-0.5643299961655045,tercile_pc_phase_group,15
W160,1983,1,PC_mid,-0.20327303932524382,tercile_pc_phase_group,15
W160,1984,1,PC_low,-1.244397813612522,tercile_pc_phase_group,15
W160,1985,1,PC_low,-0.6824674282115718,tercile_pc_phase_group,15
W160,1986,1,PC_low,-1.4823993243594975,tercile_pc_phase_group,15
W160,1987,1,PC_high,0.532268839780345,tercile_pc_phase_group,15
W160,1988,1,PC_mid,-0.4323486978650474,tercile_pc_phase_group,15
W160,1989,1,PC_low,-0.6368251125784439,tercile_pc_phase_group,15
W160,1990,1,PC_low,-0.5311720445174769,tercile_pc_phase_group,15
W160,1991,1,PC_low,-0.48443864175704593,tercile_pc_phase_group,15
W160,1992,1,PC_mid,-0.4718836451772585,tercile_pc_phase_group,15
W160,1993,1,PC_high,0.7027248402673908,tercile_pc_phase_group,15
W160,1994,1,PC_mid,-0.2700974245592199,tercile_pc_phase_group,15
W160,1995,1,PC_high,0.4421023183410665,tercile_pc_phase_group,15
W160,1996,1,PC_mid,-0.2731735196694445,tercile_pc_phase_group,15
W160,1997,1,PC_low,-0.5444621862715403,tercile_pc_phase_group,15
W160,1998,1,PC_high,1.500083062484232,tercile_pc_phase_group,15
W160,1999,1,PC_mid,0.031455981470718784,tercile_pc_phase_group,15
W160,2000,1,PC_low,-0.7014095412016152,tercile_pc_phase_group,15
W160,2001,1,PC_low,-0.5397491107711897,tercile_pc_phase_group,15
W160,2002,1,PC_mid,-0.03913568578532601,tercile_pc_phase_group,15
W160,2003,1,PC_high,1.0069607596083068,tercile_pc_phase_group,15
W160,2004,1,PC_mid,-0.38764982031507805,tercile_pc_phase_group,15
W160,2005,1,PC_high,0.5130872879289868,tercile_pc_phase_group,15
W160,2006,1,PC_mid,-0.4463221920735531,tercile_pc_phase_group,15
W160,2007,1,PC_mid,-0.03374469755194869,tercile_pc_phase_group,15
W160,2008,1,PC_mid,0.1939165542863884,tercile_pc_phase_group,15
W160,2009,1,PC_high,0.6608143331257886,tercile_pc_phase_group,15
W160,2010,1,PC_high,0.9943938188359132,tercile_pc_phase_group,15
W160,2011,1,PC_mid,0.05286434065789346,tercile_pc_phase_group,15
W160,2012,1,PC_low,-0.6515126577372127,tercile_pc_phase_group,15
W160,2013,1,PC_mid,0.17473242183906798,tercile_pc_phase_group,15
W160,2014,1,PC_high,0.8072262682555926,tercile_pc_phase_group,15
W160,2015,1,PC_mid,-0.10358481757275581,tercile_pc_phase_group,15
W160,2016,1,PC_low,-0.6202635940040275,tercile_pc_phase_group,15
W160,2017,1,PC_high,1.0752745141306939,tercile_pc_phase_group,15
W160,2018,1,PC_low,-0.48179395576763206,tercile_pc_phase_group,15
W160,2019,1,PC_mid,-0.02151681546632017,tercile_pc_phase_group,15
W160,2020,1,PC_high,0.99651162988477,tercile_pc_phase_group,15
W160,2021,1,PC_high,1.5070219855433007,tercile_pc_phase_group,15
W160,2022,1,PC_high,1.0495846775446278,tercile_pc_phase_group,15
W160,2023,1,PC_high,0.4017212112817335,tercile_pc_phase_group,15
W160,1979,2,PC_high,0.3843780666304494,tercile_pc_phase_group,15
W160,1980,2,PC_low,-1.5566754276482202,tercile_pc_phase_group,15
W160,1981,2,PC_mid,-0.24231992240486536,tercile_pc_phase_group,15
W160,1982,2,PC_low,-0.7256474725964694,tercile_pc_phase_group,15
W160,1983,2,PC_high,0.27770224768986507,tercile_pc_phase_group,15
W160,1984,2,PC_mid,0.2267414510304224,tercile_pc_phase_group,15
W160,1985,2,PC_high,0.7516962834963306,tercile_pc_phase_group,15
W160,1986,2,PC_mid,-0.1406174892624638,tercile_pc_phase_group,15
W160,1987,2,PC_low,-1.1466122298181431,tercile_pc_phase_group,15
W160,1988,2,PC_low,-0.5332316110570268,tercile_pc_phase_group,15
W160,1989,2,PC_low,-0.41781601608422475,tercile_pc_phase_group,15
W160,1990,2,PC_mid,0.23936898332288714,tercile_pc_phase_group,15
W160,1991,2,PC_low,-0.3431465990287188,tercile_pc_phase_group,15
W160,1992,2,PC_mid,0.10084540717893437,tercile_pc_phase_group,15
W160,1993,2,PC_low,-0.9018760440631786,tercile_pc_phase_group,15
W160,1994,2,PC_mid,0.10916071805146248,tercile_pc_phase_group,15
W160,1995,2,PC_mid,-0.07707115237196291,tercile_pc_phase_group,15
W160,1996,2,PC_low,-0.36410645900224603,tercile_pc_phase_group,15
W160,1997,2,PC_mid,-0.20484026355121082,tercile_pc_phase_group,15
W160,1998,2,PC_low,-0.47721968459788705,tercile_pc_phase_group,15
W160,1999,2,PC_mid,-0.1631948122892796,tercile_pc_phase_group,15
W160,2000,2,PC_low,-0.6412810256000291,tercile_pc_phase_group,15
W160,2001,2,PC_mid,-0.2210897238543696,tercile_pc_phase_group,15
W160,2002,2,PC_low,-0.3293249241163856,tercile_pc_phase_group,15
W160,2003,2,PC_high,0.5109813741298453,tercile_pc_phase_group,15
W160,2004,2,PC_mid,0.18818834434082726,tercile_pc_phase_group,15
W160,2005,2,PC_mid,0.20009757786468382,tercile_pc_phase_group,15
W160,2006,2,PC_high,0.48918137478072493,tercile_pc_phase_group,15
W160,2007,2,PC_high,0.71800437665421,tercile_pc_phase_group,15
W160,2008,2,PC_low,-0.30733738625019735,tercile_pc_phase_group,15
W160,2009,2,PC_low,-0.44558903570213154,tercile_pc_phase_group,15
W160,2010,2,PC_high,1.5924895116541284,tercile_pc_phase_group,15
W160,2011,2,PC_mid,-0.056144801853262156,tercile_pc_phase_group,15
W160,2012,2,PC_high,0.3821752129902908,tercile_pc_phase_group,15
W160,2013,2,PC_high,0.7001328786608942,tercile_pc_phase_group,15
W160,2014,2,PC_low,-0.8243923816115696,tercile_pc_phase_group,15
W160,2015,2,PC_low,-0.8223835373168066,tercile_pc_phase_group,15
W160,2016,2,PC_high,0.6594936460249947,tercile_pc_phase_group,15
W160,2017,2,PC_mid,-0.16725274029656828,tercile_pc_phase_group,15
W160,2018,2,PC_high,0.787822523579118,tercile_pc_phase_group,15
W160,2019,2,PC_high,0.4972861533075292,tercile_pc_phase_group,15
W160,2020,2,PC_high,0.41297522290946986,tercile_pc_phase_group,15
W160,2021,2,PC_mid,-0.2032602885349829,tercile_pc_phase_group,15
W160,2022,2,PC_high,1.524896837954865,tercile_pc_phase_group,15
W160,2023,2,PC_high,0.5588128366602716,tercile_pc_phase_group,15
W160,1979,3,PC_low,-0.4553547183871232,tercile_pc_phase_group,15
W160,1980,3,PC_mid,-0.2450710772807572,tercile_pc_phase_group,15
W160,1981,3,PC_mid,0.05140488960283857,tercile_pc_phase_group,15
W160,1982,3,PC_mid,0.05946067130484719,tercile_pc_phase_group,15
W160,1983,3,PC_low,-0.6751874694032745,tercile_pc_phase_group,15
W160,1984,3,PC_mid,0.11623100862343112,tercile_pc_phase_group,15
W160,1985,3,PC_mid,-0.23010527650525572,tercile_pc_phase_group,15
W160,1986,3,PC_mid,0.14393368510650506,tercile_pc_phase_group,15
W160,1987,3,PC_high,0.5697396777915986,tercile_pc_phase_group,15
W160,1988,3,PC_low,-0.93181480172809,tercile_pc_phase_group,15
W160,1989,3,PC_low,-0.860433292185639,tercile_pc_phase_group,15
W160,1990,3,PC_high,0.5307259255418697,tercile_pc_phase_group,15
W160,1991,3,PC_high,0.5533282698225142,tercile_pc_phase_group,15
W160,1992,3,PC_high,0.27120046540800175,tercile_pc_phase_group,15
W160,1993,3,PC_mid,-0.2462006910017167,tercile_pc_phase_group,15
W160,1994,3,PC_high,0.9612222518787057,tercile_pc_phase_group,15
W160,1995,3,PC_high,1.530512437586427,tercile_pc_phase_group,15
W160,1996,3,PC_high,0.23539463325425544,tercile_pc_phase_group,15
W160,1997,3,PC_high,1.12368179907228,tercile_pc_phase_group,15
W160,1998,3,PC_mid,0.08133286269258976,tercile_pc_phase_group,15
W160,1999,3,PC_low,-0.7563260852895325,tercile_pc_phase_group,15
W160,2000,3,PC_mid,0.1673015654729246,tercile_pc_phase_group,15
W160,2001,3,PC_low,-0.2764028547209109,tercile_pc_phase_group,15
W160,2002,3,PC_high,0.7830019190076439,tercile_pc_phase_group,15
W160,2003,3,PC_high,0.25894878455213965,tercile_pc_phase_group,15
W160,2004,3,PC_low,-0.4512209739672537,tercile_pc_phase_group,15
W160,2005,3,PC_low,-0.6989978719197352,tercile_pc_phase_group,15
W160,2006,3,PC_mid,0.21039730291414233,tercile_pc_phase_group,15
W160,2007,3,PC_low,-0.4256250037450389,tercile_pc_phase_group,15
W160,2008,3,PC_low,-0.9333508725010332,tercile_pc_phase_group,15
W160,2009,3,PC_high,0.37648559341006194,tercile_pc_phase_group,15
W160,2010,3,PC_mid,-0.12400850729353917,tercile_pc_phase_group,15
W160,2011,3,PC_high,0.380540812802769,tercile_pc_phase_group,15
W160,2012,3,PC_high,0.3906292232630464,tercile_pc_phase_group,15
W160,2013,3,PC_mid,0.08518017658293406,tercile_pc_phase_group,15
W160,2014,3,PC_mid,-0.22477134892802533,tercile_pc_phase_group,15
W160,2015,3,PC_low,-0.31333985864930725,tercile_pc_phase_group,15
W160,2016,3,PC_low,-0.4407891164194855,tercile_pc_phase_group,15
W160,2017,3,PC_mid,0.003579730429070618,tercile_pc_phase_group,15
W160,2018,3,PC_low,-0.33126171076789196,tercile_pc_phase_group,15
W160,2019,3,PC_mid,0.154977247954396,tercile_pc_phase_group,15
W160,2020,3,PC_high,0.5412621012222896,tercile_pc_phase_group,15
W160,2021,3,PC_low,-0.6149740080033292,tercile_pc_phase_group,15
W160,2022,3,PC_high,0.43966071665393863,tercile_pc_phase_group,15
W160,2023,3,PC_low,-0.7848982132543044,tercile_pc_phase_group,15
