window_id,target_name,year,mean_count_high,mean_count_low,count_difference_high_minus_low,present_prob_high,present_prob_low,present_prob_difference,abs_count_difference,year_leverage_rank
W045,W045_Je_vs_Jw_delta_peak,1979,0.7904191616766467,1.1411411411411412,-0.35072197946449446,0.5808383233532934,0.6996996996996997,-0.11886137634640626,0.35072197946449446,14.0
W045,W045_Je_vs_Jw_delta_peak,1980,1.1976047904191616,1.042042042042042,0.1555627483771196,0.7155688622754491,0.6606606606606606,0.05490820161478849,0.1555627483771196,28.0
W045,W045_Je_vs_Jw_delta_peak,1981,0.9550898203592815,1.072072072072072,-0.11698225171279053,0.6167664670658682,0.6756756756756757,-0.05890920860980742,0.11698225171279053,32.0
W045,W045_Je_vs_Jw_delta_peak,1982,0.6916167664670658,1.4534534534534536,-0.7618366869863877,0.5329341317365269,0.7957957957957958,-0.2628616640592689,0.7618366869863877,2.0
W045,W045_Je_vs_Jw_delta_peak,1983,1.089820359281437,0.9579579579579579,0.13186240132347915,0.6736526946107785,0.6246246246246246,0.04902806998615383,0.13186240132347915,30.0
W045,W045_Je_vs_Jw_delta_peak,1984,0.8622754491017964,1.1951951951951951,-0.3329197460933987,0.5808383233532934,0.7057057057057057,-0.12486738235241224,0.3329197460933987,15.0
W045,W045_Je_vs_Jw_delta_peak,1985,0.7305389221556886,1.06006006006006,-0.32952113790437143,0.5029940119760479,0.6636636636636637,-0.16066965168761582,0.32952113790437143,16.0
W045,W045_Je_vs_Jw_delta_peak,1986,0.9401197604790419,1.018018018018018,-0.07789825753897617,0.592814371257485,0.6426426426426426,-0.04982827138515755,0.07789825753897617,38.0
W045,W045_Je_vs_Jw_delta_peak,1987,1.098802395209581,0.8018018018018018,0.29700059340777907,0.6467065868263473,0.5465465465465466,0.10016004027980074,0.29700059340777907,17.0
W045,W045_Je_vs_Jw_delta_peak,1988,1.1077844311377245,1.012012012012012,0.09577241912571255,0.6766467065868264,0.6576576576576577,0.01898904892916864,0.09577241912571255,33.0
W045,W045_Je_vs_Jw_delta_peak,1989,0.937125748502994,1.0990990990990992,-0.16197335059610518,0.625748502994012,0.6996996996996997,-0.07395119670568773,0.16197335059610518,27.0
W045,W045_Je_vs_Jw_delta_peak,1990,1.0209580838323353,1.024024024024024,-0.0030659401916885987,0.6467065868263473,0.6396396396396397,0.0070669471867076394,0.0030659401916885987,45.0
W045,W045_Je_vs_Jw_delta_peak,1991,1.4520958083832336,0.6126126126126126,0.839483195770621,0.7874251497005988,0.4444444444444444,0.34298070525615443,0.839483195770621,1.0
W045,W045_Je_vs_Jw_delta_peak,1992,0.718562874251497,1.4084084084084083,-0.6898455341569113,0.5299401197604791,0.8108108108108109,-0.2808706910503318,0.6898455341569113,4.0
W045,W045_Je_vs_Jw_delta_peak,1993,0.7754491017964071,1.1921921921921923,-0.41674309039578517,0.5329341317365269,0.7057057057057057,-0.17277157396917875,0.41674309039578517,10.0
W045,W045_Je_vs_Jw_delta_peak,1994,1.0538922155688624,0.9009009009009009,0.15299131466796145,0.6856287425149701,0.5915915915915916,0.0940371509233785,0.15299131466796145,29.0
W045,W045_Je_vs_Jw_delta_peak,1995,1.1047904191616766,0.9279279279279279,0.17686249123374875,0.6766467065868264,0.6336336336336337,0.04301307295319268,0.17686249123374875,25.0
W045,W045_Je_vs_Jw_delta_peak,1996,0.9221556886227545,1.102102102102102,-0.17994641347934748,0.592814371257485,0.6576576576576577,-0.06484328640017267,0.17994641347934748,23.0
W045,W045_Je_vs_Jw_delta_peak,1997,0.7215568862275449,1.1951951951951951,-0.47363830896765025,0.5119760479041916,0.7117117117117117,-0.19973566380752006,0.47363830896765025,8.0
W045,W045_Je_vs_Jw_delta_peak,1998,1.31437125748503,0.7687687687687688,0.5456024887162612,0.718562874251497,0.5555555555555556,0.16300731869594143,0.5456024887162612,6.0
W045,W045_Je_vs_Jw_delta_peak,1999,1.0179640718562875,0.8918918918918919,0.12607217996439557,0.6407185628742516,0.5825825825825826,0.058135980291669,0.12607217996439557,31.0
